,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
0,segment_matching_annotaudio_Aditya_2018-08-17_34_1_hp,0.002356,0.04949951171875,847.457627118644,103565.36502546689,fm1,0.01797290859335187,0.000324,0.00268,97623.08998302207,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_34_1_hp,0.01332,0.0634765625,150.06002400960384,106831.83183183183,cf1,0.03585708426454198,0.00268,0.016,106456.45645645646,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_34_1_hp,0.00244,0.039398193359375,816.9934640522875,104508.19672131148,fm2,0.01652933935034473,0.016,0.01844,98360.65573770492,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_34_2_hp,0.001692,0.024139404296875,1179.245283018868,106973.99527186762,fm1,0.011342434476033782,0.000556,0.002248,94562.64775413713,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_34_2_hp,0.01008,0.031646728515625,198.25535289452816,107341.26984126985,cf1,0.016666899985730257,0.002248,0.012328,107043.6507936508,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_34_2_hp,0.002228,0.02850341796875,896.0573476702509,105924.5960502693,fm2,0.011738589079954993,0.012328,0.014556,90215.43985637343,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_34_7_hp,0.001056,0.012939453125,1879.6992481203008,105113.63636363638,fm1,0.005624094106537334,0.000316,0.001372,96590.9090909091,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_34_7_hp,0.017888,0.03466796875,111.75681716584711,105042.48658318426,cf1,0.014094310949380795,0.001372,0.01926,104818.87298747765,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_34_7_hp,0.002244,0.014678955078125,889.6797153024911,105169.34046345811,fm2,0.006237494626636244,0.01926,0.021504,91354.72370766489,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_34_12_hp,0.001692,0.016876220703125,1179.245283018868,102836.87943262412,fm1,0.007679707449840162,0.000896,0.002588,95153.66430260047,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_34_12_hp,0.02464,0.045623779296875,81.14248620577735,105357.14285714287,cf1,0.023734281501691,0.002588,0.027228,105073.05194805196,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_34_12_hp,0.001772,0.051513671875,1126.126126126126,103837.47178329571,fm2,0.024591645419103032,0.027228,0.029,91422.12189616253,-10
