,audio_path,skip,start,stop,segment_method,signal_level,tfr_cliprange,measurements,window_size,extrap_window,max_acc,fmrate_threshold
20,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_68_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
21,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_69_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-38,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
22,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_70_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-60,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
23,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_72_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
24,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_80_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
25,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_85_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-36,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
26,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_88_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
27,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_90_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
28,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_91_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
29,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_92_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-60,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
30,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_94_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
31,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_95_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,36,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
32,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
33,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
34,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_129_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
35,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_130_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-60,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
36,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
37,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_148_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
38,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
39,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_156_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
40,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_159_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
41,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_165_hp.WAV,DEFAULT,DEFAULT,0.01785,pwvd,-55,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
42,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_167_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
43,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_171_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
44,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_179_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-50,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
45,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_180_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
46,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_182_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-55,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
47,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_184_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
48,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_192_hp.WAV,DEFAULT,DEFAULT,0.017,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
49,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_196_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
50,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_197_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
51,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_198_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
52,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_202_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
53,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_204_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
54,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_207_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
55,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_208_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,50,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
56,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_211_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
57,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_212_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,50,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
58,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_214_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
59,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_215_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
60,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_218_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
61,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_219_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
62,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_223_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
63,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_230_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,50,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
64,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_234_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
65,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_236_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
66,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_247_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
67,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_248_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
68,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_253_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
69,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_254_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
70,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_255_hp.WAV,DEFAULT,DEFAULT,0.017,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
71,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_256_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
72,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_258_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
73,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_260_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
74,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_277_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
75,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_280_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
76,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_285_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
77,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_287_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
78,../../hp_ind_calls/2018-08-16_2300-2400/segment_matching_annotaudio_Aditya_2018-08-16_2324_288_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
