,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
1,segment_matching_annotaudio_Aditya_2018-08-17_12_116_hp,0.036096,0.1507568359375,55.39552404165743,111923.75886524824,cf1,0.06226408192061898,0.001576,0.037672,111868.3510638298,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_116_hp,0.001492,0.111297607421875,1336.8983957219252,109919.57104557642,fm2,0.061124017781073445,0.037672,0.039164,106568.36461126007,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_33_hp,0.001164,0.031768798828125,1712.3287671232877,102233.67697594503,fm1,0.01244339521114941,0.000572,0.001736,95360.82474226804,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_33_hp,0.013612,0.053436279296875,146.88601645123384,102336.17396414927,cf1,0.026641644213468554,0.001736,0.015348,102189.24478401411,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_33_hp,0.00184,0.023101806640625,1082.2510822510822,101086.95652173914,fm2,0.010736026618084446,0.015348,0.017188,85869.56521739131,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_73_hp,0.001812,0.009490966796875,1101.3215859030836,96026.49006622516,fm1,0.004603188717266052,0.000836,0.002648,92715.23178807946,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_73_hp,0.017404,0.034698486328125,114.88970588235294,103999.08067111009,cf1,0.014590485290012993,0.002648,0.020052,103884.1645598713,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_73_hp,0.000924,0.01055908203125,2155.1724137931033,102813.85281385282,fm2,0.0048997111836311565,0.020052,0.020976,94155.84415584417,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_101_hp,0.001144,0.015716552734375,1736.111111111111,104020.97902097902,fm1,0.007383366047897796,0.0009,0.002044,95279.72027972028,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_101_hp,0.015412,0.056304931640625,129.73533990659055,104853.36101738905,cf1,0.02539610817330344,0.002044,0.017456,104723.59200622892,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_101_hp,0.00252,0.04156494140625,791.1392405063291,103571.42857142858,fm2,0.018327280340686754,0.017456,0.019976,91666.66666666667,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_79_hp,0.00192,0.063323974609375,1037.344398340249,103125.00000000001,fm1,0.030536461868665602,0.000896,0.002816,91666.66666666667,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_79_hp,0.02366,0.169158935546875,84.51656524678837,105367.70921386305,cf1,0.08128354312778126,0.002816,0.026476,105283.17836010143,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_79_hp,0.001752,0.050567626953125,1136.3636363636363,96461.18721461188,fm2,0.02815732018952232,0.026476,0.028228,90182.64840182649,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_16_hp,0.001132,0.020111083984375,1760.5633802816901,100706.71378091873,fm1,0.010701524850233466,0.000792,0.001924,93639.57597173145,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_16_hp,0.018592,0.06329345703125,107.52688172043011,102302.06540447504,cf1,0.03231406265144593,0.001924,0.020516,102248.27882960413,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_16_hp,0.002972,0.088653564453125,672.0430107526881,95558.5464333782,fm2,0.037113841030540315,0.020516,0.023488,82772.54374158816,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_103_hp,0.001424,0.02001953125,1396.6480446927374,101825.84269662922,fm1,0.008326424977317533,0.00024,0.001664,93398.87640449438,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_103_hp,0.01478,0.0380859375,135.28138528138527,102976.99594046008,cf1,0.018779648694639682,0.001664,0.016444,102909.33694181325,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_103_hp,0.001668,0.016326904296875,1196.1722488038276,104316.54676258993,fm2,0.007125308610644666,0.016444,0.018112,86930.45563549161,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_88_hp,0.015324,0.11248779296875,130.48016701461378,103954.58104933439,cf1,0.046059527005060205,0.001724,0.017048,103693.55259723311,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_88_hp,0.00194,0.109771728515625,1028.80658436214,98453.60824742269,fm1,0.05025840564724699,0.017048,0.018988,88144.32989690722,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_104_hp,0.034508,0.0714111328125,57.95085767269356,106178.27750086937,cf1,0.034628667084824476,0.000484,0.034992,105917.4684131216,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_104_hp,0.00086,0.02838134765625,2314.814814814815,104651.16279069768,fm1,0.015586290676221878,0.034992,0.035852,95348.83720930234,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_12_4_hp,0.00116,0.014739990234375,1712.3287671232877,104310.3448275862,fm1,0.007326871457336168,0.001032,0.002192,97413.79310344828,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_12_4_hp,0.013776,0.0494384765625,145.09576320371445,104819.97677119629,cf1,0.025609000331913368,0.002192,0.015968,104674.79674796748,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_12_4_hp,0.001636,0.0362548828125,1219.5121951219512,103300.73349633253,fm2,0.016629079458762408,0.015968,0.017604,95354.52322738388,-10
