,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
0,segment_matching_annotaudio_Aditya_2018-08-19_23_2_hp,0.002032,0.035369873046875,980.3921568627451,105314.96062992126,fm1,0.013821737279303315,0.000292,0.002324,93996.06299212598,-10
1,segment_matching_annotaudio_Aditya_2018-08-19_23_2_hp,0.018368,0.073333740234375,108.837614279495,105945.12195121952,cf1,0.03618069161900759,0.002324,0.020692,105890.67944250871,-10
2,segment_matching_annotaudio_Aditya_2018-08-19_23_2_hp,0.002288,0.038604736328125,871.0801393728223,103583.91608391609,fm2,0.016053506063891904,0.020692,0.02298,96153.84615384616,-10
0,segment_matching_annotaudio_Aditya_2018-08-19_23_5_hp,0.001296,0.047576904296875,1533.7423312883436,104938.27160493829,fm1,0.027407535252518524,0.000436,0.001732,97222.22222222223,-10
1,segment_matching_annotaudio_Aditya_2018-08-19_23_5_hp,0.01328,0.090087890625,150.51173991571343,109262.04819277108,cf1,0.0543339300778121,0.001732,0.015012,109111.44578313253,-10
2,segment_matching_annotaudio_Aditya_2018-08-19_23_5_hp,0.001808,0.0849609375,1101.3215859030836,107300.88495575222,fm2,0.049143145416869066,0.015012,0.01682,90707.96460176991,-10
0,segment_matching_annotaudio_Aditya_2018-08-19_23_12_hp,0.001328,0.052642822265625,1497.005988023952,102409.63855421687,fm1,0.021566801955573537,0.0,0.001328,99397.59036144578,-10
1,segment_matching_annotaudio_Aditya_2018-08-19_23_12_hp,0.013772,0.073883056640625,145.18002322880372,104051.69909962242,cf1,0.042565680674819396,0.001328,0.0151,103833.86581469649,-10
2,segment_matching_annotaudio_Aditya_2018-08-19_23_12_hp,0.001632,0.0341796875,1219.5121951219512,102941.17647058824,fm2,0.011663942755863837,0.0151,0.016732,98651.96078431372,-10
0,segment_matching_annotaudio_Aditya_2018-08-19_23_14_hp,0.00116,0.0211181640625,1712.3287671232877,104310.3448275862,fm1,0.007848652686420246,0.00126,0.00242,100000.0,-10
1,segment_matching_annotaudio_Aditya_2018-08-19_23_14_hp,0.013452,0.243988037109375,148.63258026159335,106526.91049658044,cf1,0.10830338787130482,0.00242,0.015872,106452.57210823671,-10
