,ifm_stop,ifm_start,ifm_rms,ifm_duration,ifm_region_id,ifm_terminal_frequency,ifm_peak_freq_resolution,ifm_peak_amplitude,ifm_peak_frequency,cf_stop,cf_start,cf_rms,cf_duration,cf_region_id,cf_terminal_frequency,cf_peak_freq_resolution,cf_peak_amplitude,cf_peak_frequency,tfm_stop,tfm_start,tfm_rms,tfm_duration,tfm_region_id,tfm_terminal_frequency,tfm_peak_freq_resolution,tfm_peak_amplitude,tfm_peak_frequency,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution,ifm-cf_dbratio,tfm-cf_dbratio,ifm-peak_db,tfm-peak_db,tfm_dbrms,ifm_dbrms,cf_dbrms,cf-peak_db
11,0.002344,0.000736,0.02031066394797113,0.0016079999999999998,fm1,92039.8009950249,1237.6237623762374,0.042266845703125,103855.72139303484,0.021044,0.002344,0.03912734247212378,0.0187,cf1,105133.68983957221,106.92899914456801,0.07415771484375,105401.0695187166,0.023836000000000003,0.021044,0.024684871374433228,0.002792,fm2,90616.04584527221,714.2857142857142,0.059783935546875,105300.85959885387,segment_matching_annotaudio_Aditya_2018-08-16_21502300_24_hp,-10,Aditya_2018-08-16_21502300_24,1,,,,-5.695124621489818,-4.0009896610688855,-27.48000323118501,-24.46830997929963,-32.15138262837405,-33.845517588794976,-28.150392967305162,-22.596873227228116
12,0.0020440000000000002,0.000348,0.007325426637866852,0.001696,fm1,96108.49056603774,1173.7089201877934,0.01971435546875,102594.3396226415,0.022684,0.0020440000000000002,0.02035695925333897,0.020640000000000002,cf1,103439.92248062015,96.86168151879116,0.037445068359375,103294.57364341084,0.024716,0.022684,0.007348096777440075,0.002032,fm2,95472.44094488188,980.3921568627452,0.019989013671875,103838.58267716537,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25_hp,-10,Aditya_2018-08-16_21502300_25,1,,,,-8.877599679628776,-8.850760796899666,-34.10434833929268,-33.984172699358695,-42.676502649852026,-42.70334153258113,-33.82574185295235,-28.532107444654272
13,0.001192,0.000256,0.016080028270564983,0.000936,fm1,95085.47008547008,2118.64406779661,0.031005859375,101495.7264957265,0.017012,0.001192,0.044637990217092964,0.015819999999999997,cf1,102275.600505689,126.39029322548029,0.083160400390625,102465.23388116306,0.018984,0.017012,0.023608330571093385,0.001972,fm2,90770.79107505073,1012.1457489878543,0.05804443359375,101926.9776876268,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26_hp,-10,Aditya_2018-08-16_21502300_26,2,,,,-8.868356494433883,-5.532787100319699,-30.171124540236352,-24.724788447166457,-32.53869444681679,-35.87426384093098,-27.005907346497096,-21.601668566941132
14,,,,,,,,,,0.026284,0.0007,0.015824242305162085,0.025584,cf1,104713.88367729832,78.14942169427947,0.032867431640625,104831.1444652908,0.027999999999999997,0.026284,0.008471267485265202,0.001716,fm1,92074.59207459207,1162.7906976744189,0.01947021484375,103729.60372960372,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28_hp,-10,Aditya_2018-08-16_21502300_28,2,,,,,-5.427490585577958,,-34.21258512477111,-41.44103209876011,,-36.013541513182155,-29.664684633234728
15,0.0023120000000000003,0.000892,0.014604191647460378,0.0014199999999999998,fm1,91549.2957746479,1404.4943820224719,0.03216552734375,102112.67605633805,0.016748,0.0023120000000000003,0.030730190310537118,0.014436000000000001,cf1,102798.55915766141,138.50415512465375,0.053802490234375,102798.55915766141,0.01876,0.016748,0.01681463894727106,0.002012,fm2,85984.09542743539,992.0634920634919,0.033782958984375,101391.65009940356,segment_matching_annotaudio_Aditya_2018-08-16_21502300_30_hp,-10,Aditya_2018-08-16_21502300_30,1,,,,-6.461754527334785,-5.237554069529182,-29.852186481663804,-29.426046281619904,-35.4862490729534,-36.710449530759,-30.248695003424217,-25.383952453207918
16,0.001256,0.000164,0.011764266508987731,0.001092,fm1,101648.35164835166,1824.8175182481752,0.024261474609375,108058.60805860806,0.0531,0.001256,0.058434533719928634,0.05184400000000001,cf1,108344.26355991053,38.574294090418135,0.12249755859375,108382.84083018287,0.054512,0.0531,0.02427285642568219,0.0014119999999999998,fm2,101274.78753541078,1412.4293785310736,0.045379638671875,106940.5099150142,segment_matching_annotaudio_Aditya_2018-08-16_21502300_32_hp,-10,Aditya_2018-08-16_21502300_32,1,,,,-13.922094568458796,-7.63097391766181,-32.301656126064955,-26.862779328755273,-32.29758225917408,-38.58870290997106,-24.66660834151227,-18.237451336165023
17,0.001772,0.000588,0.03292732087715481,0.001184,fm1,96283.7837837838,1677.8523489932886,0.060546875,106418.91891891892,0.028636,0.001772,0.049861854587858384,0.026864,cf1,108993.44848123883,74.42691277165822,0.1026611328125,109216.79571173317,0.029932,0.028636,0.022001574498620526,0.001296,fm2,98765.43209876544,1533.7423312883434,0.044097900390625,108024.6913580247,segment_matching_annotaudio_Aditya_2018-08-16_21502300_33_hp,-10,Aditya_2018-08-16_21502300_33,1,,,,-3.60424063902777,-7.106293329893677,-24.35816534283116,-27.11164175734303,-33.15092477301513,-29.648872082149218,-26.044631443121446,-19.77187895667687
18,0.0019440000000000002,0.000352,0.01842778448562036,0.001592,fm1,101758.79396984926,1250.0,0.039825439453125,109296.48241206033,0.030704000000000002,0.0019440000000000002,0.02652068936708693,0.02876,cf1,109492.35048678721,69.52169076751946,0.05572509765625,109700.97357440893,0.032168,0.030704000000000002,0.011275688231031495,0.001464,fm2,99726.77595628415,1358.695652173913,0.024993896484375,107240.43715846994,segment_matching_annotaudio_Aditya_2018-08-16_21502300_35_hp,-10,Aditya_2018-08-16_21502300_35,1,,,,-3.1622336847196464,-7.4288349893697,-27.996788465708363,-32.04332066398599,-38.95713881460131,-34.690537509951255,-31.52830382523161,-25.078983235228755
19,0.000676,4e-06,0.015282365296318809,0.000672,fm1,107142.85714285713,2941.1764705882347,0.02801513671875,111607.14285714287,0.014780000000000001,0.000676,0.02380841751801355,0.014103999999999998,cf1,110961.42938173568,141.72335600907033,0.044219970703125,111103.23312535453,0.01646,0.014780000000000001,0.02622131835907146,0.00168,fm2,101785.71428571428,1184.8341232227488,0.057525634765625,108333.33333333334,segment_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp,-10,Aditya_2018-08-16_21502300_39,2,,,,-3.85079907002517,0.8384798690458005,-31.05214507516951,-24.802771608358128,-31.62690953157915,-36.316188470650125,-32.46538940062495,-27.08763098977087
20,0.001184,0.000148,0.01277388893952906,0.001036,fm1,93629.34362934364,1923.0769230769229,0.028778076171875,97490.34749034749,0.019336000000000002,0.001184,0.016652877808424827,0.018152,cf1,106214.19127368886,110.13215859030836,0.032470703125,106214.19127368886,0.020604,0.019336000000000002,0.020523157735012232,0.001268,fm2,92271.29337539432,1572.3270440251572,0.0496826171875,97791.79810725553,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp,-10,Aditya_2018-08-16_21502300_40,3,,,,-2.303323189251058,1.8150977523749217,-30.81876484444779,-26.075910688130712,-33.755116339641546,-37.873537281267524,-35.570214092016464,-29.77016614001377
21,0.001972,0.0010279999999999998,0.056279608102757235,0.000944,fm1,99576.27118644069,2100.840336134454,0.114410400390625,102754.2372881356,0.046976,0.001972,0.12814527571434986,0.045004,cf1,105568.39392054039,44.4365446142908,0.307586669921875,105746.1558972536,0.047764,0.046976,0.02080262536587855,0.000788,fm2,100253.80710659898,2525.252525252525,0.042572021484375,102791.87817258883,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41_hp,-10,Aditya_2018-08-16_21502300_41,2,,,,-7.147030704579384,-15.791689037912548,-18.830689890763345,-27.417514547002032,-33.637637041164496,-24.992978707831334,-17.845948003251948,-10.240649795150485
22,0.001572,0.000368,0.00935713907814473,0.001204,fm1,91362.12624584716,1655.6291390728477,0.017669677734375,100498.3388704319,0.012264,0.001572,0.013141162233891723,0.010692,cf1,106621.77328843996,186.98578908002992,0.0279541015625,107089.41264496821,0.01372,0.012264,0.01582703708503471,0.001456,fm2,88598.90109890111,1366.120218579235,0.03662109375,105082.41758241759,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp,-10,Aditya_2018-08-16_21502300_43,2,,,,-2.9498138463829022,1.6153168614820803,-35.055427424645636,-28.72537377824186,-36.01200760048939,-40.57713830835438,-37.627324461971476,-31.071089225837348
23,0.0020039999999999997,0.0009960000000000001,0.02294037857028884,0.001008,fm1,104166.66666666669,1968.5039370078741,0.046661376953125,110119.04761904762,0.049616,0.0020039999999999997,0.10626033447283803,0.047612,cf1,109951.27278837268,42.00268817204301,0.21173095703125,110014.28211375284,0.05072,0.049616,0.027452819007611328,0.001104,fm2,102355.07246376813,1798.5611510791364,0.063385009765625,107789.85507246378,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44_hp,-10,Aditya_2018-08-16_21502300_44,1,,,,-13.315411961733215,-11.755684635054141,-26.620848990947955,-23.960268768492377,-31.228261063192182,-32.78798838987125,-19.472576428138037,-13.484312789073538
24,0.001816,0.00044400000000000006,0.017198402287052283,0.001372,fm1,99854.22740524783,1453.4883720930234,0.03729248046875,107142.85714285713,0.044752,0.001816,0.030173369050329968,0.042936,cf1,109325.507732439,46.572280178837566,0.07470703125,109372.08869014347,0.045732,0.044752,0.009298398825739818,0.00098,fm2,102040.81632653062,2032.520325203252,0.01910400390625,105102.04081632654,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45_hp,-10,Aditya_2018-08-16_21502300_45,2,,,,-4.882714027090612,-10.22431269397366,-28.567574581063653,-34.37751203498577,-40.63183660099499,-35.29023793411194,-30.407523907021332,-22.532770429723886
25,0.0017280000000000002,0.000248,0.09509007668106567,0.00148,fm1,97972.972972973,1344.0860215053765,0.217681884765625,107432.43243243244,0.048572000000000004,0.0017280000000000002,0.13748851155486014,0.046844,cf1,109811.28853214926,42.69125683060109,0.316802978515625,109896.67833660661,0.049296,0.048572000000000004,0.015673733454880746,0.000724,fm2,103591.16022099447,2747.2527472527468,0.03009033203125,109116.02209944752,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp,-10,Aditya_2018-08-16_21502300_46,1,,,,-3.20262425439425,-18.861879067723002,-13.243554218780693,-30.431460400370135,-36.09655086101966,-20.437296047690904,-17.23467179329665,-9.984214878341582
26,0.0014119999999999998,0.000808,0.012346278121672069,0.000604,fm1,102649.00662251656,3289.4736842105267,0.026611328125,107615.89403973511,0.019247999999999998,0.0014119999999999998,0.03749471273949682,0.017836,cf1,106862.52522987216,112.10762331838563,0.07928466796875,106974.65799506617,0.020648,0.019247999999999998,0.021594307902520468,0.0014,fm2,93571.42857142858,1420.4545454545455,0.0447998046875,105714.28571428572,segment_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp,-10,Aditya_2018-08-16_21502300_47,1,,,,-9.648679493449565,-4.792614823842045,-31.498669000543018,-26.974477587593327,-33.31321421059587,-38.16927888020339,-28.520599386753823,-22.01621576445418
27,0.001236,0.000608,0.008723634349431615,0.000628,fm1,101910.82802547769,3164.556962025317,0.017303466796875,105095.54140127386,0.0198,0.001236,0.033304713088400266,0.018563999999999997,cf1,107519.93104934283,107.7121930202499,0.0653076171875,107573.79875026934,0.021088,0.0198,0.026200110021734647,0.001288,fm2,100155.2795031056,1543.20987654321,0.06005859375,105590.06211180126,segment_matching_annotaudio_Aditya_2018-08-16_21502300_62_hp,-10,Aditya_2018-08-16_21502300_62,1,,,,-11.636164856196613,-2.084051632458923,-35.23733752133623,-24.428496817287908,-31.633937699000573,-41.18605092273826,-29.54988606654165,-23.700723232210542
28,0.001772,0.000296,0.007695363073316763,0.0014759999999999999,fm1,102303.52303523038,1351.3513513513512,0.0172119140625,106368.56368563688,0.048132,0.001772,0.017683735560466502,0.046360000000000005,cf1,107182.91630716137,43.13319530710835,0.048919677734375,107204.48662640207,0.049468,0.048132,0.006946155886714032,0.001336,fm2,102544.91017964072,1488.095238095238,0.016754150390625,104790.41916167665,segment_matching_annotaudio_Aditya_2018-08-16_21502300_70_hp,-10,Aditya_2018-08-16_21502300_70,1,,,,-7.226897938190026,-8.116589726578866,-35.283416619527515,-35.51755181019252,-43.165109488227486,-42.27541769983865,-35.04851976164862,-26.21032825211146
29,0.001188,0.0007639999999999999,0.00784214094133159,0.000424,fm1,103773.58490566038,4629.62962962963,0.0189208984375,94339.62264150943,0.020156,0.001188,0.041994624301821305,0.018968000000000002,cf1,107654.99789118515,105.39629005059021,0.09161376953125,107760.43863348801,0.021404,0.020156,0.02135810608178384,0.001248,fm2,101762.82051282053,1592.3566878980894,0.053375244140625,102564.10256410256,segment_matching_annotaudio_Aditya_2018-08-16_21502300_73_hp,-10,Aditya_2018-08-16_21502300_73,1,,,,-14.575181139224958,-5.8726192205208765,-34.46116490922928,-25.45320250962083,-33.408745215170704,-42.11130713387479,-27.536125994649826,-20.76078494104933
30,0.001424,0.00044,0.022933847997342258,0.000984,fm1,100609.75609756098,2016.1290322580649,0.039276123046875,105691.05691056912,0.047883999999999996,0.001424,0.0645719160840323,0.04646,cf1,108609.55660783467,43.04407713498623,0.1331787109375,108674.12828239346,0.049072000000000005,0.047883999999999996,0.03799997398240521,0.001188,fm2,100168.35016835015,1677.8523489932886,0.067291259765625,106902.3569023569,segment_matching_annotaudio_Aditya_2018-08-16_21502300_74_hp,-10,Aditya_2018-08-16_21502300_74,2,,,,-8.991334879289033,-4.605207488600165,-28.117427761106626,-23.440826823117213,-28.4043340146647,-32.79046140535357,-23.799126526064533,-17.511303860868274
31,0.00122,0.00028399999999999996,0.009406802795980024,0.000936,fm1,98290.59829059828,2118.64406779661,0.018096923828125,102564.10256410256,0.017224,0.00122,0.04499522063916588,0.016004,cf1,104161.45963509123,124.9375312343828,0.08428955078125,104161.45963509123,0.018808000000000002,0.017224,0.026605100144200016,0.001584,fm2,96590.9090909091,1256.2814070351758,0.060028076171875,103535.35353535356,segment_matching_annotaudio_Aditya_2018-08-16_21502300_98_hp,-10,Aditya_2018-08-16_21502300_98,1,,,,-13.594486923790733,-4.564029755571893,-34.847904831909105,-24.432911500807624,-31.500702040185207,-40.53115920840405,-26.936672284613316,-21.484525214342113
32,0.0025559999999999997,0.000992,0.04289051962090002,0.001564,fm1,99744.2455242967,1275.5102040816328,0.09942626953125,104859.3350383632,0.016484,0.0025559999999999997,0.08704975175795474,0.013928,cf1,107840.32165422171,143.51320321469575,0.17303466796875,108127.51292360712,0.01848,0.016484,0.0327057312727832,0.001996,fm2,93186.37274549098,1000.0,0.06890869140625,105210.42084168336,segment_matching_annotaudio_Aditya_2018-08-16_21502300_99_hp,-10,Aditya_2018-08-16_21502300_99,1,,,,-6.14812458389602,-8.502873458569644,-20.049977099744545,-23.234519947415375,-29.707522719245127,-27.352773844571505,-21.20464926067548,-15.237337521336228
33,0.00244,0.00044800000000000005,0.00870407771405761,0.0019920000000000003,fm1,92369.4779116466,1000.0,0.0177001953125,104417.67068273094,0.038872000000000004,0.00244,0.019075279479242344,0.036432,cf1,103892.18269653055,54.88474204171241,0.042633056640625,103947.07949055775,0.040368,0.038872000000000004,0.01609657718682899,0.0014960000000000002,fm2,91577.54010695187,1329.7872340425529,0.036163330078125,102272.72727272726,segment_matching_annotaudio_Aditya_2018-08-16_2324_10_hp,-10,Aditya_2018-08-16_2324_10,1,,,,-6.814962994679796,-1.4747474643282699,-35.04043882793561,-28.834631692271905,-35.86532927055417,-41.20554480090569,-34.390581806225896,-27.40507057691072
34,0.00202,0.000376,0.014983022709153613,0.001644,fm1,93673.96593673967,1213.5922330097087,0.032379150390625,102798.05352798056,0.019768,0.00202,0.034556579707278344,0.017748,cf1,103955.3752535497,112.66336187471836,0.067413330078125,104180.75276087447,0.021072,0.019768,0.011190597907004676,0.0013039999999999998,fm2,88957.05521472395,1524.3902439024394,0.022308349609375,104294.47852760737,segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp,-10,Aditya_2018-08-16_2324_117,1,,,,-7.258626263641913,-9.79354919397281,-29.794691021167544,-33.030651160037145,-39.02293417510636,-36.488011244775464,-29.229384981133553,-23.42508438176566
35,0.00252,0.001084,0.008261762819474256,0.001436,fm1,95403.89972144847,1388.888888888889,0.017181396484375,100974.930362117,0.035272000000000005,0.00252,0.023497151421015248,0.032751999999999996,cf1,102405.95994137763,61.050061050061046,0.047760009765625,102528.08988764042,0.036772000000000006,0.035272000000000005,0.015182436085750763,0.0015,fm2,92666.66666666666,1329.7872340425529,0.041473388671875,98666.66666666666,segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp,-10,Aditya_2018-08-16_2324_128,1,,,,-9.078849851777871,-3.7934750811641753,-35.29883080216743,-27.644609564544474,-36.37317076944858,-41.65854554006228,-32.5796956882844,-26.418711861545013
36,0.002092,0.00031600000000000004,0.010123421207546144,0.0017760000000000002,fm1,88400.9009009009,1121.0762331838564,0.025787353515625,92905.40540540538,0.020568,0.002092,0.027553154710041557,0.018476,cf1,101591.25351807752,108.22510822510824,0.053863525390625,101591.25351807752,0.022376,0.020568,0.012199537204932208,0.001808,fm2,88495.57522123895,1101.3215859030836,0.033416748046875,99004.42477876108,segment_matching_annotaudio_Aditya_2018-08-16_2324_129_hp,-10,Aditya_2018-08-16_2324_129,1,,,,-8.696880474957776,-7.076559498764507,-31.77186452020051,-29.520716315671613,-38.27313288348284,-39.8934538596761,-31.196573384718327,-25.374104504717533
37,0.00047599999999999997,0.000124,0.0040595861593924025,0.000352,fm1,96590.90909090909,5555.555555555556,0.007904052734375,107954.54545454547,0.014419999999999999,0.00047599999999999997,0.01697470710760531,0.013944,cf1,106569.1336775674,143.348623853211,0.037750244140625,106712.56454388985,0.016972,0.014419999999999999,0.010122916235117916,0.002552,fm2,92868.33855799373,781.25,0.029327392578125,106191.22257053289,segment_matching_annotaudio_Aditya_2018-08-16_2324_14_hp,-10,Aditya_2018-08-16_2324_14,1,,,,-12.426410525076852,-4.489932925017188,-42.043003417569324,-30.654530945823453,-39.893887136538666,-47.830364736598334,-35.40395421152147,-28.461604706611947
38,0.0019079999999999998,0.001032,0.014603335769127075,0.0008759999999999999,fm1,98173.51598173515,2272.7272727272725,0.026397705078125,103881.2785388128,0.017556,0.0019079999999999998,0.034660496366247295,0.015648,cf1,105253.06748466259,127.74655084312724,0.069549560546875,105316.97341513293,0.018396,0.017556,0.01940599468520453,0.00084,fm2,98809.52380952383,2358.490566037736,0.0435791015625,103571.42857142858,segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp,-10,Aditya_2018-08-16_2324_143,1,,,,-7.507654139438441,-5.037977395333942,-31.568676549898072,-27.21443455039125,-34.2412818379441,-36.710958582048605,-29.20330444261016,-23.154112195586848
39,,,,,,,,,,0.010764,0.00098,0.017029902758711534,0.009784000000000001,cf1,102105.47833197056,204.2483660130719,0.03839111328125,102309.89370400656,0.0142,0.010764,0.013578001484352002,0.003436,fm1,89057.04307334109,581.3953488372092,0.0345458984375,102444.70314318976,segment_matching_annotaudio_Aditya_2018-08-16_2324_148_hp,-10,Aditya_2018-08-16_2324_148,1,,,,,-1.9675263263743983,,-29.232070162149306,-37.343282963687926,,-35.37575663731353,-28.315385877009355
40,0.001204,0.0006519999999999999,0.010488172811164265,0.000552,fm1,99637.68115942027,3571.4285714285716,0.021514892578125,97826.08695652174,0.016687999999999998,0.001204,0.04363702422308224,0.015484,cf1,103074.1410488246,129.13223140495867,0.085479736328125,103267.88943425473,0.018696,0.016687999999999998,0.013503014773359788,0.002008,fm2,91135.45816733068,992.0634920634919,0.02935791015625,102589.64143426297,segment_matching_annotaudio_Aditya_2018-08-16_2324_15_hp,-10,Aditya_2018-08-16_2324_15,1,,,,-12.383105844033436,-10.188487678005858,-33.34521635936638,-30.6454972584381,-37.39138514378581,-39.58600330981339,-27.202897465779955,-21.362736522722994
41,0.0032,0.001048,0.0509822266669628,0.002152,fm1,90148.69888475836,925.9259259259261,0.115997314453125,98977.69516728626,0.033456,0.0032,0.07827693135520976,0.030256,cf1,107317.55684822846,66.08511763150939,0.164337158203125,107681.12109994712,0.0368,0.033456,0.05307394897512237,0.0033439999999999998,fm2,88217.70334928231,596.6587112171837,0.136871337890625,104964.1148325359,segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp,-10,Aditya_2018-08-16_2324_154,1,,,,-3.7242998482560576,-3.375047786987131,-18.711041307132284,-17.273749751592142,-25.502371948448598,-25.851624009717526,-22.127324161461473,-15.685284546514351
