,ifm_terminal_frequency,ifm_start,ifm_peak_frequency,ifm_stop,ifm_region_id,ifm_rms,ifm_peak_amplitude,ifm_duration,ifm_peak_freq_resolution,cf_terminal_frequency,cf_start,cf_peak_frequency,cf_stop,cf_region_id,cf_rms,cf_peak_amplitude,cf_duration,cf_peak_freq_resolution,tfm_terminal_frequency,tfm_start,tfm_peak_frequency,tfm_stop,tfm_region_id,tfm_rms,tfm_peak_amplitude,tfm_duration,tfm_peak_freq_resolution,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution,terminal_frequency
10,96866.09686609688,0.000768,102564.10256410258,0.002172,fm1,0.009554262802466013,0.024688720703125,0.0014039999999999999,1420.4545454545455,103302.98333979078,0.002172,103399.84502130956,0.02282,cf1,0.02076174062706428,0.040863037109375,0.020648,96.82416731216112,95198.67549668877,0.02282,102649.00662251656,0.024028,fm2,0.00871497097077258,0.022308349609375,0.001208,1644.7368421052633,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25,-10,Aditya_2018-08-16_21502300_25,1,,,,
11,96153.84615384617,0.000272,99358.97435897436,0.001208,fm1,0.016891106674524706,0.037506103515625,0.000936,2118.64406779661,102275.600505689,0.001208,102591.65613147912,0.017028,cf1,0.04541725070966384,0.087799072265625,0.015819999999999997,126.39029322548029,89757.70925110133,0.017028,100220.26431718064,0.018844,fm2,0.02538100168186467,0.060760498046875,0.001816,1096.4912280701753,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26,-10,Aditya_2018-08-16_21502300_26,2,,,,
12,21126.760563380285,0.00058,102112.67605633805,0.0008640000000000001,fm1,0.0031761726985501753,0.007659912109375,0.00028399999999999996,6944.444444444444,104701.1889862328,0.0008640000000000001,104779.41176470587,0.026432,cf1,0.016074762787744338,0.034820556640625,0.025568,78.1983109164842,91198.97959183676,0.026432,105229.5918367347,0.027999999999999997,fm2,0.008258640484958793,0.019134521484375,0.001568,1269.035532994924,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28,-10,Aditya_2018-08-16_21502300_28,2,,,,
13,90589.88764044944,0.000868,101825.84269662922,0.002292,fm1,0.01489699679872447,0.033355712890625,0.001424,1396.6480446927374,102896.34146341463,0.002292,103104.21286031044,0.016724,cf1,0.031185379738283493,0.055633544921875,0.014431999999999999,138.50415512465375,85755.81395348838,0.016724,103682.17054263568,0.018788,fm2,0.017786752992086274,0.037017822265625,0.002064,965.2509652509652,segment_matching_annotaudio_Aditya_2018-08-16_21502300_30,-10,Aditya_2018-08-16_21502300_30,1,,,,
14,100732.60073260074,0.000156,108058.60805860806,0.001248,fm1,0.011865329237462842,0.026947021484375,0.001092,1824.8175182481752,108344.26355991053,0.001248,108382.84083018287,0.05309199999999999,cf1,0.05870060702393425,0.126251220703125,0.05184400000000001,38.574294090418135,100140.05602240897,0.05309199999999999,107142.85714285713,0.054520000000000006,fm2,0.024423500021413108,0.045806884765625,0.001428,1396.6480446927374,segment_matching_annotaudio_Aditya_2018-08-16_21502300_32,-10,Aditya_2018-08-16_21502300_32,1,,,,
15,96283.7837837838,0.000584,100506.75675675676,0.001768,fm1,0.03345782379917606,0.061431884765625,0.001184,1677.8523489932886,108993.44848123883,0.001768,109105.122096486,0.028631999999999998,cf1,0.05006422387543672,0.105987548828125,0.026864,74.42691277165822,99544.07294832826,0.028631999999999998,109422.4924012158,0.029948000000000002,fm2,0.022170498854271213,0.045013427734375,0.0013160000000000001,1515.1515151515152,segment_matching_annotaudio_Aditya_2018-08-16_21502300_33,-10,Aditya_2018-08-16_21502300_33,1,,,,
16,101736.97270471463,0.000336,107940.44665012408,0.001948,fm1,0.01856615961852545,0.040557861328125,0.0016120000000000002,1237.6237623762374,109498.68073878631,0.001948,109637.55034023053,0.030751999999999998,cf1,0.026625541650748447,0.056365966796875,0.028804000000000003,69.42515967786726,46228.71046228711,0.030751999999999998,105839.41605839418,0.032396,fm2,0.011013770705785785,0.025238037109375,0.001644,1213.5922330097087,segment_matching_annotaudio_Aditya_2018-08-16_21502300_35,-10,Aditya_2018-08-16_21502300_35,1,,,,
17,107142.85714285713,0.0,108630.95238095238,0.000672,fm1,0.015441811243827422,0.029449462890625,0.000672,2941.1764705882347,110961.42938173568,0.000672,111032.3312535451,0.014776,cf1,0.023902614682334903,0.046844482421875,0.014103999999999998,141.72335600907033,102137.76722090262,0.014776,109263.65795724466,0.01646,fm2,0.026538366588142032,0.060760498046875,0.001684,1184.8341232227488,segment_matching_annotaudio_Aditya_2018-08-16_21502300_39,-10,Aditya_2018-08-16_21502300_39,2,,,,
18,93629.34362934364,0.000148,97490.34749034749,0.001184,fm1,0.013219369840703559,0.029693603515625,0.001036,1923.0769230769229,106214.19127368886,0.001184,106214.19127368886,0.019336000000000002,cf1,0.016844503675164678,0.035186767578125,0.018152,110.13215859030836,92271.29337539432,0.019336000000000002,97791.79810725553,0.020604,fm2,0.021210400510365882,0.053802490234375,0.001268,1572.3270440251572,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40,-10,Aditya_2018-08-16_21502300_40,3,,,,
19,99576.27118644069,0.001004,104872.8813559322,0.001948,fm1,0.05582382181954994,0.115692138671875,0.000944,2100.840336134454,105581.23000355493,0.001948,105803.41272662637,0.046956,cf1,0.12918933306759933,0.312774658203125,0.045008,44.4286475919673,100490.19607843137,0.046956,102941.17647058824,0.047772,fm2,0.021174457745942298,0.044342041015625,0.000816,2427.184466019417,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41,-10,Aditya_2018-08-16_21502300_41,2,,,,
20,91362.12624584716,0.000356,104651.16279069768,0.00156,fm1,0.009725585707716604,0.018524169921875,0.001204,1655.6291390728477,106621.77328843996,0.00156,107089.41264496821,0.012251999999999999,cf1,0.013300439311706705,0.029083251953125,0.010692,186.98578908002992,88994.56521739131,0.012251999999999999,98505.43478260867,0.013724,fm2,0.01632238679752739,0.037139892578125,0.001472,1351.3513513513512,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43,-10,Aditya_2018-08-16_21502300_43,2,,,,
21,104166.66666666669,0.0008039999999999999,109126.98412698413,0.001812,fm1,0.019026854267822864,0.045928955078125,0.001008,1968.5039370078741,109963.0376344086,0.001812,110005.04032258065,0.049428,cf1,0.10657011120773653,0.213043212890625,0.047616000000000006,41.99563245422476,102623.45679012347,0.049428,107253.0864197531,0.050724,fm2,0.027776566411135697,0.065155029296875,0.001296,1533.7423312883434,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44,-10,Aditya_2018-08-16_21502300_44,1,,,,
22,99854.22740524783,0.000436,106413.99416909623,0.001808,fm1,0.017197909310142447,0.037017822265625,0.001372,1453.4883720930234,109325.507732439,0.001808,109348.79821129123,0.044744,cf1,0.030310124526363343,0.076263427734375,0.042936,46.572280178837566,100806.4516129032,0.044744,106854.83870967741,0.045736,fm2,0.009464360757277673,0.020721435546875,0.000992,2000.0,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45,-10,Aditya_2018-08-16_21502300_45,2,,,,
23,97972.972972973,0.000236,108108.10810810812,0.001716,fm1,0.09498148514849424,0.217437744140625,0.00148,1344.0860215053765,109811.28853214926,0.001716,109939.37323883528,0.04856,cf1,0.13792290677152774,0.319122314453125,0.046844,42.69125683060109,102439.02439024391,0.04856,107317.0731707317,0.04938,fm2,0.01617249971484149,0.034576416015625,0.00082,2427.184466019417,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46,-10,Aditya_2018-08-16_21502300_46,1,,,,
24,102500.0,0.001036,105000.0,0.001436,fm1,0.01511192875950731,0.028717041015625,0.0004,4901.960784313726,106822.76495630742,0.001436,106878.78108895363,0.019288,cf1,0.03774852013062372,0.080230712890625,0.017852,112.00716845878135,91517.85714285713,0.019288,107142.85714285713,0.020632,fm2,0.021959185129079583,0.047515869140625,0.001344,1479.2899408284025,segment_matching_annotaudio_Aditya_2018-08-16_21502300_47,-10,Aditya_2018-08-16_21502300_47,1,,,,
25,101910.82802547769,0.000604,108280.25477707006,0.001232,fm1,0.008948936983834822,0.017730712890625,0.000628,3164.556962025317,107519.93104934283,0.001232,107627.66645119588,0.019796,cf1,0.03351786042344098,0.067474365234375,0.018563999999999997,107.7121930202499,100308.64197530867,0.019796,104166.66666666669,0.021092,fm2,0.026514781655214918,0.060577392578125,0.001296,1533.7423312883434,segment_matching_annotaudio_Aditya_2018-08-16_21502300_62,-10,Aditya_2018-08-16_21502300_62,1,,,,
26,102303.52303523038,0.000292,105013.55013550137,0.001768,fm1,0.007902329504479055,0.017913818359375,0.0014759999999999999,1351.3513513513512,107182.91630716137,0.001768,107290.76790336498,0.048128,cf1,0.017858813728938553,0.049713134765625,0.046360000000000005,43.13319530710835,102373.88724035607,0.048128,106083.08605341248,0.049476,fm2,0.007223728631422702,0.017791748046875,0.001348,1479.2899408284025,segment_matching_annotaudio_Aditya_2018-08-16_21502300_70,-10,Aditya_2018-08-16_21502300_70,1,,,,
27,101851.85185185184,0.0009,111111.11111111114,0.001116,fm1,0.007358956082752678,0.016082763671875,0.00021600000000000002,8928.57142857143,107654.242998526,0.001116,107759.52832175195,0.020112,cf1,0.042183054397967185,0.092559814453125,0.018996000000000002,105.26315789473685,102586.20689655172,0.020112,105172.41379310343,0.021272,fm2,0.02333315512810014,0.053680419921875,0.00116,1712.3287671232874,segment_matching_annotaudio_Aditya_2018-08-16_21502300_73,-10,Aditya_2018-08-16_21502300_73,1,,,,
28,99780.70175438598,0.00037200000000000004,103070.1754385965,0.001284,fm1,0.010102827384327651,0.018890380859375,0.0009119999999999999,2173.913043478261,104140.36859378943,0.001284,104203.48396869477,0.017128,cf1,0.04561489345255234,0.085723876953125,0.015844,126.19888944977284,97150.25906735752,0.017128,104274.61139896372,0.018672,fm2,0.029359678786522424,0.061981201171875,0.001544,1288.659793814433,segment_matching_annotaudio_Aditya_2018-08-16_21502300_98,-10,Aditya_2018-08-16_21502300_98,1,,,,
29,100461.8937644342,0.0009720000000000001,106235.56581986144,0.002704,fm1,0.045982129543299236,0.104400634765625,0.001732,1152.073732718894,107817.49491426912,0.002704,108108.1081081081,0.016468,cf1,0.08768070285787394,0.172271728515625,0.013763999999999998,145.26438117373618,93936.38170974156,0.016468,106361.82902584493,0.01848,fm2,0.03332667447181206,0.068450927734375,0.002012,992.0634920634919,segment_matching_annotaudio_Aditya_2018-08-16_21502300_99,-10,Aditya_2018-08-16_21502300_99,1,,,,
30,94572.36842105264,0.0009519999999999999,101151.3157894737,0.002168,fm1,0.00951318340388952,0.017852783203125,0.001216,1633.9869281045749,103901.0989010989,0.002168,104368.13186813188,0.038568,cf1,0.01933566767677593,0.044708251953125,0.0364,54.93298176225006,91694.07894736844,0.038568,101973.68421052633,0.040999999999999995,fm2,0.01449793031928394,0.037078857421875,0.002432,819.672131147541,segment_matching_annotaudio_Aditya_2018-08-16_2324_10,-10,Aditya_2018-08-16_2324_10,1,,,,
31,93035.34303534304,0.0,102390.85239085241,0.001924,fm1,0.013603484153439298,0.034576416015625,0.001924,1037.344398340249,103965.40103347563,0.001924,104190.06964727027,0.019728,cf1,0.034939504321690566,0.069000244140625,0.017804,112.30907457322552,88815.78947368421,0.019728,102521.92982456142,0.021552,fm2,0.010233861888132028,0.025054931640625,0.0018239999999999999,1091.703056768559,segment_matching_annotaudio_Aditya_2018-08-16_2324_117,-10,Aditya_2018-08-16_2324_117,1,,,,
32,95833.33333333331,0.001516,100000.0,0.002236,fm1,0.009826600131844693,0.019256591796875,0.00072,2747.2527472527468,102405.99685648654,0.002236,102526.9012211341,0.03532,cf1,0.023823420179906945,0.050262451171875,0.033083999999999995,60.444874274661515,91885.44152744631,0.03532,102625.2983293556,0.036996,fm2,0.014059574218744885,0.041839599609375,0.0016760000000000002,1190.4761904761906,segment_matching_annotaudio_Aditya_2018-08-16_2324_128,-10,Aditya_2018-08-16_2324_128,1,,,,
33,88600.45146726863,0.000408,92550.7900677201,0.00218,fm1,0.01150959561102418,0.031280517578125,0.001772,1126.1261261261259,101565.9220324135,0.00218,101675.4270696452,0.020444,cf1,0.02818537059867575,0.055694580078125,0.018264,109.45709281961472,88582.67716535434,0.020444,100885.82677165355,0.022476,fm2,0.013000520715514044,0.033660888671875,0.002032,980.3921568627452,segment_matching_annotaudio_Aditya_2018-08-16_2324_129,-10,Aditya_2018-08-16_2324_129,1,,,,
34,98684.2105263158,0.000248,102870.8133971292,0.0019199999999999998,fm1,0.011200041885140904,0.030853271484375,0.0016719999999999999,1190.4761904761906,105269.8899974418,0.0019199999999999998,105333.84497313893,0.017556,cf1,0.03500325815755362,0.070159912109375,0.015636,127.8772378516624,99030.47091412742,0.017556,103185.59556786703,0.019,fm2,0.015490611876090675,0.045013427734375,0.001444,1381.21546961326,segment_matching_annotaudio_Aditya_2018-08-16_2324_143,-10,Aditya_2018-08-16_2324_143,1,,,,
35,100000.0,0.0,101754.38596491226,0.00114,fm1,0.007466754541265226,0.021331787109375,0.00114,1748.2517482517483,103178.67213534992,0.00114,103306.84439887207,0.016744,cf1,0.04410321218423912,0.089141845703125,0.015604,128.13941568426452,90868.79432624113,0.016744,102393.61702127662,0.019,fm2,0.0131680269174659,0.030975341796875,0.0022559999999999998,883.3922261484099,segment_matching_annotaudio_Aditya_2018-08-16_2324_15,-10,Aditya_2018-08-16_2324_15,1,,,,
36,91971.54471544716,0.000452,94004.06504065038,0.00242,fm1,0.013132083441528941,0.039581298828125,0.001968,1012.1457489878543,107325.81967213117,0.00242,107428.2786885246,0.02194,cf1,0.06276882164593213,0.149139404296875,0.01952,102.41704219582138,88562.09150326796,0.02194,105555.55555555556,0.025,fm2,0.02044921696708837,0.054779052734375,0.0030600000000000002,652.7415143603133,segment_matching_annotaudio_Aditya_2018-08-16_2324_156,-10,Aditya_2018-08-16_2324_156,1,,,,
37,89610.38961038961,0.0,94155.84415584416,0.0030800000000000003,fm1,0.0251083682050791,0.067901611328125,0.0030800000000000003,647.6683937823833,107580.82497212931,0.0030800000000000003,107692.3076923077,0.02102,cf1,0.04887611522286052,0.089630126953125,0.01794,111.45786892554614,85349.46236559139,0.02102,105510.75268817207,0.023996,fm2,0.028288193793108745,0.095428466796875,0.0029760000000000003,670.2412868632707,segment_matching_annotaudio_Aditya_2018-08-16_2324_159,-10,Aditya_2018-08-16_2324_159,1,,,,
38,95352.5641025641,0.0,104967.94871794873,0.001248,fm1,0.0033814784473766195,0.009796142578125,0.001248,1592.3566878980894,105751.01488497971,0.001248,105953.99188092016,0.016028,cf1,0.01280156454697228,0.026702880859375,0.014780000000000001,135.2813852813853,89756.59229208926,0.016028,105983.77281947262,0.018000000000000002,fm2,0.014093254009311376,0.042144775390625,0.001972,1012.1457489878543,segment_matching_annotaudio_Aditya_2018-08-16_2324_165,-10,Aditya_2018-08-16_2324_165,1,,,,
39,92541.4364640884,0.0,100368.3241252302,0.002172,fm1,0.09189692805497876,0.204437255859375,0.002172,919.1176470588236,105828.69511440939,0.002172,105983.30241187382,0.028044,cf1,0.2859343175955724,0.537689208984375,0.025872000000000003,77.27975270479135,89986.46820027064,0.028044,105886.33288227336,0.031,fm2,0.07750899144957565,0.160797119140625,0.002956,675.6756756756756,segment_matching_annotaudio_Aditya_2018-08-16_2324_167,-10,Aditya_2018-08-16_2324_167,1,,,,
40,,,,,,,,,,103660.14799154332,0.005816,103792.28329809725,0.020952000000000002,cf1,0.015082639352236868,0.030670166015625,0.015136000000000002,132.06550449022714,88519.31330472103,0.020952000000000002,102467.81115879829,0.022816,fm1,0.011554986710794444,0.025848388671875,0.001864,1068.3760683760684,segment_matching_annotaudio_Aditya_2018-08-16_2324_171,-10,Aditya_2018-08-16_2324_171,1,,,,
41,100000.0,0.001968,81250.00000000001,0.002128,fm1,0.0075041973766465965,0.015777587890625,0.00016,11904.761904761905,106143.93463230671,0.002128,106301.06851037084,0.014856,cf1,0.033586585428735216,0.071807861328125,0.012728,157.03517587939697,90485.07462686568,0.014856,105410.44776119402,0.017,fm2,0.027947906561532964,0.064971923828125,0.002144,929.3680297397771,segment_matching_annotaudio_Aditya_2018-08-16_2324_179,-10,Aditya_2018-08-16_2324_179,1,,,,
42,99358.97435897436,0.0,105769.23076923077,0.000312,fm1,0.0051181400739274035,0.012176513671875,0.000312,6250.0,106121.81479179618,0.000312,106354.87880671225,0.013184,cf1,0.06731220751413698,0.140167236328125,0.012872,155.2795031055901,89207.04845814979,0.013184,93612.33480176213,0.015,fm2,0.023286116916510197,0.055633544921875,0.001816,1096.4912280701753,segment_matching_annotaudio_Aditya_2018-08-16_2324_180,-10,Aditya_2018-08-16_2324_180,1,,,,
43,95549.7382198953,0.0,102094.24083769637,0.0015279999999999998,fm1,0.005961524274786788,0.014312744140625,0.0015279999999999998,1302.0833333333333,104835.23583889726,0.0015279999999999998,104942.92483308207,0.0201,cf1,0.014138252026935472,0.033782958984375,0.018571999999999998,107.66580534022394,93881.8565400844,0.0201,103902.9535864979,0.021996,fm2,0.005670734387825067,0.016876220703125,0.0018960000000000001,1050.420168067227,segment_matching_annotaudio_Aditya_2018-08-16_2324_182,-10,Aditya_2018-08-16_2324_182,2,,,,
44,92032.96703296703,0.0,102335.16483516485,0.001456,fm1,0.0629430125314805,0.131622314453125,0.001456,1366.120218579235,104950.98039215688,0.001456,105196.07843137256,0.021856,cf1,0.1914387051683436,0.469696044921875,0.0204,98.00078400627207,88152.98507462685,0.021856,103544.776119403,0.024,fm2,0.2125455746093872,0.445770263671875,0.002144,929.3680297397771,segment_matching_annotaudio_Aditya_2018-08-16_2324_184,-10,Aditya_2018-08-16_2324_184,1,,,,
45,,,,,,,,,,105280.10302640052,0.002648,105360.59240180296,0.015072,cf1,0.014428143214018528,0.028289794921875,0.012424,160.87516087516087,95238.09523809524,0.015072,103896.10389610393,0.015996,fm1,0.01010038595785242,0.020782470703125,0.000924,2155.1724137931037,segment_matching_annotaudio_Aditya_2018-08-16_2324_196,-10,Aditya_2018-08-16_2324_196,1,,,,
46,100760.45627376426,0.0,105513.30798479088,0.001052,fm1,0.03622221610185334,0.077545166015625,0.001052,1893.939393939394,106026.05863192184,0.001052,106351.79153094463,0.013332,cf1,0.0839830531779234,0.137725830078125,0.01228,162.76041666666666,101318.94484412472,0.013332,103717.02637889687,0.015,fm2,0.051736522404804385,0.122406005859375,0.001668,1196.1722488038274,segment_matching_annotaudio_Aditya_2018-08-16_2324_197,-10,Aditya_2018-08-16_2324_197,1,,,,
47,102380.9523809524,0.001428,104761.90476190476,0.001848,fm1,0.0052224272248312924,0.011383056640625,0.00042,4716.981132075472,106435.64356435645,0.001848,106667.69801980196,0.040632,cf1,0.052960217085188235,0.108306884765625,0.038784,51.55702206640545,95760.23391812867,0.040632,105263.15789473684,0.042,fm2,0.022911671742662502,0.055084228515625,0.001368,1453.4883720930234,segment_matching_annotaudio_Aditya_2018-08-16_2324_198,-10,Aditya_2018-08-16_2324_198,1,,,,
48,105392.15686274509,0.0,107843.13725490196,0.000816,fm1,0.056163420726922084,0.126007080078125,0.000816,2427.184466019417,108849.1409743469,0.000816,108907.97834784654,0.017812,cf1,0.1338123541290644,0.255035400390625,0.016996,117.64705882352942,44789.76234003657,0.017812,107404.02193784279,0.02,fm2,0.05547630721786447,0.143096923828125,0.002188,912.4087591240876,segment_matching_annotaudio_Aditya_2018-08-16_2324_20,-10,Aditya_2018-08-16_2324_20,2,,,,
49,100735.29411764706,0.0,105147.05882352943,0.0013599999999999999,fm1,0.009920014506902336,0.028717041015625,0.0013599999999999999,1461.9883040935672,106072.63345901963,0.0013599999999999999,106221.47251438776,0.021516,cf1,0.029378718403246882,0.063812255859375,0.020156,99.2063492063492,100183.82352941176,0.021516,106617.64705882351,0.022604,fm2,0.008475484735557398,0.022064208984375,0.001088,1824.8175182481752,segment_matching_annotaudio_Aditya_2018-08-16_2324_202,-10,Aditya_2018-08-16_2324_202,1,,,,
50,91406.25,0.0,95312.5,0.00256,fm1,0.026427286805460786,0.076690673828125,0.00256,778.816199376947,104437.94844538931,0.00256,104570.82115333511,0.017612,cf1,0.0754662351215007,0.155181884765625,0.015052000000000001,132.8374070138151,90526.31578947367,0.017612,104473.6842105263,0.021412,fm2,0.02458865070682098,0.077850341796875,0.0038,525.2100840336135,segment_matching_annotaudio_Aditya_2018-08-16_2324_208,-10,Aditya_2018-08-16_2324_208,2,,,,
51,88509.31677018633,0.0,95496.89440993789,0.002576,fm1,0.03196662734208213,0.076263427734375,0.002576,773.9938080495357,107149.92088607595,0.002576,107496.04430379748,0.0228,cf1,0.062151153334548466,0.139312744140625,0.020224000000000002,98.85330170027679,87515.68381430363,0.0228,106649.9372647428,0.025988,fm2,0.02086006928081734,0.063934326171875,0.003188,626.5664160401002,segment_matching_annotaudio_Aditya_2018-08-16_2324_211,-10,Aditya_2018-08-16_2324_211,1,,,,
52,99734.04255319152,0.000404,103280.14184397164,0.00266,fm1,0.0194865769288804,0.059356689453125,0.0022559999999999998,883.3922261484099,105880.9409505521,0.00266,106216.99471915507,0.04432,cf1,0.051745125329925014,0.125518798828125,0.04166,48.00307219662058,93234.32343234324,0.04432,103135.31353135314,0.045531999999999996,fm2,0.00988043457231657,0.022247314453125,0.001212,1644.7368421052633,segment_matching_annotaudio_Aditya_2018-08-16_2324_212,-10,Aditya_2018-08-16_2324_212,1,,,,
53,100817.43869209806,0.0,104223.4332425068,0.001468,fm1,0.026336393960376826,0.060333251953125,0.001468,1358.695652173913,106341.5750915751,0.001468,106398.80952380953,0.018940000000000002,cf1,0.051914877092188665,0.102386474609375,0.017472,114.41647597254006,94660.19417475727,0.018940000000000002,103883.49514563108,0.021,fm2,0.04676768762290134,0.121856689453125,0.00206,968.9922480620157,segment_matching_annotaudio_Aditya_2018-08-16_2324_218,-10,Aditya_2018-08-16_2324_218,3,,,,
54,102941.17647058824,0.0,106862.74509803923,0.0010199999999999999,fm1,0.012542323933279118,0.029571533203125,0.0010199999999999999,1953.125,106519.93355481727,0.0010199999999999999,105897.00996677742,0.015468,cf1,0.02644815532526289,0.049407958984375,0.014447999999999999,138.35085777531822,95953.00261096604,0.015468,109660.57441253263,0.017,fm2,0.011558718114829638,0.029754638671875,0.001532,1302.0833333333333,segment_matching_annotaudio_Aditya_2018-08-16_2324_23,-10,Aditya_2018-08-16_2324_23,2,,,,
