,ifm_region_id,ifm_start,ifm_peak_frequency,ifm_peak_freq_resolution,ifm_rms,ifm_stop,ifm_terminal_frequency,ifm_duration,ifm_peak_amplitude,cf_region_id,cf_start,cf_peak_frequency,cf_peak_freq_resolution,cf_rms,cf_stop,cf_terminal_frequency,cf_duration,cf_peak_amplitude,tfm_region_id,tfm_start,tfm_peak_frequency,tfm_peak_freq_resolution,tfm_rms,tfm_stop,tfm_terminal_frequency,tfm_duration,tfm_peak_amplitude,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution
0,fm1,0.0,103470.43701799486,1282.051282051282,0.12597613578698727,0.001556,93830.33419023137,0.001556,0.25933837890625,cf1,0.001556,105876.33553080246,113.63636363636364,0.1724717169934754,0.019152000000000002,105705.84223687203,0.017596,0.406402587890625,fm2,0.019152000000000002,93267.88218793827,700.2801120448178,0.06158563532098237,0.022004,92566.61991584854,0.002852,0.110443115234375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_100_hp,-10,Aditya_2018-08-16_21502300_100,2,,,
1,fm1,0.00162,107476.6355140187,4629.62962962963,0.009963750014004584,0.002048,102803.73831775703,0.00042800000000000005,0.0198974609375,cf1,0.002048,108090.18567639258,110.4728236853734,0.07179725595825982,0.020144,107869.14235190097,0.018096,0.142852783203125,fm2,0.020144,91098.16971713812,830.5647840531561,0.0282424175003594,0.022548,89018.30282861898,0.002404,0.0604248046875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_101_hp,-10,Aditya_2018-08-16_21502300_101,1,,,
2,,,,,,,,,,cf1,0.001288,105379.9947767041,130.54830287206266,0.025482519344664382,0.016604,105184.12118046486,0.015316,0.052093505859375,fm1,0.016604,103675.4507628294,692.5207756232687,0.015163151758899544,0.019488,88765.60332871012,0.002884,0.0428466796875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_102_hp,-10,Aditya_2018-08-16_21502300_102,1,,,
3,fm1,0.000668,103211.00917431193,1141.552511415525,0.14970786853880247,0.002412,95756.88073394496,0.001744,0.26312255859375,cf1,0.002412,107096.35416666669,130.1405517959396,0.268992377568324,0.017772,106966.14583333334,0.015359999999999999,0.44232177734375,fm2,0.017772,102966.84118673648,871.0801393728223,0.17580923579717914,0.020064,92059.33682373473,0.002292,0.301177978515625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_104_hp,-10,Aditya_2018-08-16_21502300_104,1,,,
4,fm1,0.001048,104885.05747126436,1428.571428571429,0.016832900866065904,0.00244,99856.32183908047,0.001392,0.043701171875,cf1,0.00244,107413.11659192824,140.05602240896357,0.0348944906605024,0.016712,107272.98206278024,0.014272,0.071075439453125,fm2,0.016712,107416.87979539644,1275.5102040816328,0.013245066447006735,0.018276,96547.31457800511,0.001564,0.0301513671875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_106_hp,-10,Aditya_2018-08-16_21502300_106,1,,,
5,fm1,4.8e-05,106060.60606060603,1677.8523489932886,0.011683159813738929,0.001236,99326.59932659932,0.001188,0.0228271484375,cf1,0.001236,106848.91240446796,146.88601645123384,0.028760863238608093,0.014844,106701.94003527338,0.013608000000000002,0.0535888671875,fm2,0.014844,103195.16407599306,862.0689655172414,0.01918519491480509,0.017159999999999998,97150.25906735752,0.002316,0.046630859375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_108_hp,-10,Aditya_2018-08-16_21502300_108,1,,,
6,,,,,,,,,,cf1,0.000956,105551.82449070962,111.9068934646374,0.04206609157944563,0.018824,105383.92657264383,0.017868000000000002,0.0931396484375,fm1,0.018824,102699.53051643193,1168.2242990654206,0.021300936332128883,0.020528,92136.15023474178,0.001704,0.04791259765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_110_hp,-10,Aditya_2018-08-16_21502300_110,1,,,
7,fm1,0.0009400000000000001,102905.56900726394,1207.729468599034,0.017872060238507834,0.002592,95036.3196125908,0.001652,0.041412353515625,cf1,0.002592,105508.72968091512,150.42117930204572,0.03980260410776258,0.015880000000000002,105358.2179409994,0.013288,0.0709228515625,fm2,0.015880000000000002,103370.78651685393,1121.0762331838564,0.019298247559797047,0.01766,94943.82022471912,0.0017800000000000001,0.044189453125,segment_matching_annotaudio_Aditya_2018-08-16_21502300_111_hp,-10,Aditya_2018-08-16_21502300_111,1,,,
8,,,,,,,,,,cf1,0.0016120000000000002,105608.94292998627,98.0392156862745,0.04776714816066214,0.022008,105559.91370857033,0.020396,0.103302001953125,fm1,0.022008,105332.16783216783,871.0801393728223,0.01796896657613135,0.024296,87412.58741258741,0.002288,0.0487060546875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_18_hp,-10,Aditya_2018-08-16_21502300_18,2,,,
9,fm1,0.0001,106617.64705882351,2427.184466019417,0.006330016094156565,0.000916,99264.70588235294,0.000816,0.01220703125,cf1,0.000916,108651.68539325843,112.30907457322552,0.01460845304266451,0.018716,108539.32584269663,0.0178,0.03192138671875,fm2,0.018716,97593.58288770054,1329.7872340425529,0.017439387226466457,0.020212,89572.19251336901,0.0014960000000000002,0.04351806640625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_20_hp,-10,Aditya_2018-08-16_21502300_20,2,,,
10,fm1,0.0,105888.42975206609,1028.80658436214,0.017798727969013346,0.001936,103305.78512396694,0.001936,0.05047607421875,cf1,0.001936,107653.43440388324,33.244680851063826,0.14929682913702222,0.062091999999999994,107620.1875124676,0.060155999999999994,0.314453125,fm2,0.062091999999999994,105345.91194968554,1046.0251046025103,0.015075461352218229,0.064,102725.36687631028,0.0019079999999999998,0.045166015625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_22_hp,-10,Aditya_2018-08-16_21502300_22,2,,,
11,fm1,0.000736,103855.72139303484,1237.6237623762374,0.02031066394797113,0.002344,92039.8009950249,0.0016079999999999998,0.042266845703125,cf1,0.002344,105401.0695187166,106.92899914456801,0.03912734247212378,0.021044,105133.68983957221,0.0187,0.07415771484375,fm2,0.021044,105300.85959885387,714.2857142857142,0.024684871374433228,0.023836000000000003,90616.04584527221,0.002792,0.059783935546875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_24_hp,-10,Aditya_2018-08-16_21502300_24,1,,,
12,fm1,0.000348,102594.3396226415,1173.7089201877934,0.007325426637866852,0.0020440000000000002,96108.49056603774,0.001696,0.01971435546875,cf1,0.0020440000000000002,103294.57364341084,96.86168151879116,0.02035695925333897,0.022684,103439.92248062015,0.020640000000000002,0.037445068359375,fm2,0.022684,103838.58267716537,980.3921568627452,0.007348096777440075,0.024716,95472.44094488188,0.002032,0.019989013671875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25_hp,-10,Aditya_2018-08-16_21502300_25,1,,,
13,fm1,0.000256,101495.7264957265,2118.64406779661,0.016080028270564983,0.001192,95085.47008547008,0.000936,0.031005859375,cf1,0.001192,102465.23388116306,126.39029322548029,0.044637990217092964,0.017012,102275.600505689,0.015819999999999997,0.083160400390625,fm2,0.017012,101926.9776876268,1012.1457489878543,0.023608330571093385,0.018984,90770.79107505073,0.001972,0.05804443359375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26_hp,-10,Aditya_2018-08-16_21502300_26,2,,,
14,,,,,,,,,,cf1,0.0007,104831.1444652908,78.14942169427947,0.015824242305162085,0.026284,104713.88367729832,0.025584,0.032867431640625,fm1,0.026284,103729.60372960372,1162.7906976744189,0.008471267485265202,0.027999999999999997,92074.59207459207,0.001716,0.01947021484375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28_hp,-10,Aditya_2018-08-16_21502300_28,2,,,
15,fm1,0.000892,102112.67605633805,1404.4943820224719,0.014604191647460378,0.0023120000000000003,91549.2957746479,0.0014199999999999998,0.03216552734375,cf1,0.0023120000000000003,102798.55915766141,138.50415512465375,0.030730190310537118,0.016748,102798.55915766141,0.014436000000000001,0.053802490234375,fm2,0.016748,101391.65009940356,992.0634920634919,0.01681463894727106,0.01876,85984.09542743539,0.002012,0.033782958984375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_30_hp,-10,Aditya_2018-08-16_21502300_30,1,,,
16,fm1,0.000164,108058.60805860806,1824.8175182481752,0.011764266508987731,0.001256,101648.35164835166,0.001092,0.024261474609375,cf1,0.001256,108382.84083018287,38.574294090418135,0.058434533719928634,0.0531,108344.26355991053,0.05184400000000001,0.12249755859375,fm2,0.0531,106940.5099150142,1412.4293785310736,0.02427285642568219,0.054512,101274.78753541078,0.0014119999999999998,0.045379638671875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_32_hp,-10,Aditya_2018-08-16_21502300_32,1,,,
17,fm1,0.000588,106418.91891891892,1677.8523489932886,0.03292732087715481,0.001772,96283.7837837838,0.001184,0.060546875,cf1,0.001772,109216.79571173317,74.42691277165822,0.049861854587858384,0.028636,108993.44848123883,0.026864,0.1026611328125,fm2,0.028636,108024.6913580247,1533.7423312883434,0.022001574498620526,0.029932,98765.43209876544,0.001296,0.044097900390625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_33_hp,-10,Aditya_2018-08-16_21502300_33,1,,,
18,fm1,0.000352,109296.48241206033,1250.0,0.01842778448562036,0.0019440000000000002,101758.79396984926,0.001592,0.039825439453125,cf1,0.0019440000000000002,109700.97357440893,69.52169076751946,0.02652068936708693,0.030704000000000002,109492.35048678721,0.02876,0.05572509765625,fm2,0.030704000000000002,107240.43715846994,1358.695652173913,0.011275688231031495,0.032168,99726.77595628415,0.001464,0.024993896484375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_35_hp,-10,Aditya_2018-08-16_21502300_35,1,,,
19,fm1,4e-06,111607.14285714287,2941.1764705882347,0.015282365296318809,0.000676,107142.85714285713,0.000672,0.02801513671875,cf1,0.000676,111103.23312535453,141.72335600907033,0.02380841751801355,0.014780000000000001,110961.42938173568,0.014103999999999998,0.044219970703125,fm2,0.014780000000000001,108333.33333333334,1184.8341232227488,0.02622131835907146,0.01646,101785.71428571428,0.00168,0.057525634765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_39_hp,-10,Aditya_2018-08-16_21502300_39,2,,,
20,fm1,0.000148,97490.34749034749,1923.0769230769229,0.01277388893952906,0.001184,93629.34362934364,0.001036,0.028778076171875,cf1,0.001184,106214.19127368886,110.13215859030836,0.016652877808424827,0.019336000000000002,106214.19127368886,0.018152,0.032470703125,fm2,0.019336000000000002,97791.79810725553,1572.3270440251572,0.020523157735012232,0.020604,92271.29337539432,0.001268,0.0496826171875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40_hp,-10,Aditya_2018-08-16_21502300_40,3,,,
21,fm1,0.0010279999999999998,102754.2372881356,2100.840336134454,0.056279608102757235,0.001972,99576.27118644069,0.000944,0.114410400390625,cf1,0.001972,105746.1558972536,44.4365446142908,0.12814527571434986,0.046976,105568.39392054039,0.045004,0.307586669921875,fm2,0.046976,102791.87817258883,2525.252525252525,0.02080262536587855,0.047764,100253.80710659898,0.000788,0.042572021484375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41_hp,-10,Aditya_2018-08-16_21502300_41,2,,,
22,fm1,0.000368,100498.3388704319,1655.6291390728477,0.00935713907814473,0.001572,91362.12624584716,0.001204,0.017669677734375,cf1,0.001572,107089.41264496821,186.98578908002992,0.013141162233891723,0.012264,106621.77328843996,0.010692,0.0279541015625,fm2,0.012264,105082.41758241759,1366.120218579235,0.01582703708503471,0.01372,88598.90109890111,0.001456,0.03662109375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43_hp,-10,Aditya_2018-08-16_21502300_43,2,,,
23,fm1,0.0009960000000000001,110119.04761904762,1968.5039370078741,0.02294037857028884,0.0020039999999999997,104166.66666666669,0.001008,0.046661376953125,cf1,0.0020039999999999997,110014.28211375284,42.00268817204301,0.10626033447283803,0.049616,109951.27278837268,0.047612,0.21173095703125,fm2,0.049616,107789.85507246378,1798.5611510791364,0.027452819007611328,0.05072,102355.07246376813,0.001104,0.063385009765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44_hp,-10,Aditya_2018-08-16_21502300_44,1,,,
24,fm1,0.00044400000000000006,107142.85714285713,1453.4883720930234,0.017198402287052283,0.001816,99854.22740524783,0.001372,0.03729248046875,cf1,0.001816,109372.08869014347,46.572280178837566,0.030173369050329968,0.044752,109325.507732439,0.042936,0.07470703125,fm2,0.044752,105102.04081632654,2032.520325203252,0.009298398825739818,0.045732,102040.81632653062,0.00098,0.01910400390625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45_hp,-10,Aditya_2018-08-16_21502300_45,2,,,
25,fm1,0.000248,107432.43243243244,1344.0860215053765,0.09509007668106567,0.0017280000000000002,97972.972972973,0.00148,0.217681884765625,cf1,0.0017280000000000002,109896.67833660661,42.69125683060109,0.13748851155486014,0.048572000000000004,109811.28853214926,0.046844,0.316802978515625,fm2,0.048572000000000004,109116.02209944752,2747.2527472527468,0.015673733454880746,0.049296,103591.16022099447,0.000724,0.03009033203125,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46_hp,-10,Aditya_2018-08-16_21502300_46,1,,,
26,fm1,0.000808,107615.89403973511,3289.4736842105267,0.012346278121672069,0.0014119999999999998,102649.00662251656,0.000604,0.026611328125,cf1,0.0014119999999999998,106974.65799506617,112.10762331838563,0.03749471273949682,0.019247999999999998,106862.52522987216,0.017836,0.07928466796875,fm2,0.019247999999999998,105714.28571428572,1420.4545454545455,0.021594307902520468,0.020648,93571.42857142858,0.0014,0.0447998046875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_47_hp,-10,Aditya_2018-08-16_21502300_47,1,,,
27,fm1,0.000608,105095.54140127386,3164.556962025317,0.008723634349431615,0.001236,101910.82802547769,0.000628,0.017303466796875,cf1,0.001236,107573.79875026934,107.7121930202499,0.033304713088400266,0.0198,107519.93104934283,0.018563999999999997,0.0653076171875,fm2,0.0198,105590.06211180126,1543.20987654321,0.026200110021734647,0.021088,100155.2795031056,0.001288,0.06005859375,segment_matching_annotaudio_Aditya_2018-08-16_21502300_62_hp,-10,Aditya_2018-08-16_21502300_62,1,,,
28,fm1,0.000296,106368.56368563688,1351.3513513513512,0.007695363073316763,0.001772,102303.52303523038,0.0014759999999999999,0.0172119140625,cf1,0.001772,107204.48662640207,43.13319530710835,0.017683735560466502,0.048132,107182.91630716137,0.046360000000000005,0.048919677734375,fm2,0.048132,104790.41916167665,1488.095238095238,0.006946155886714032,0.049468,102544.91017964072,0.001336,0.016754150390625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_70_hp,-10,Aditya_2018-08-16_21502300_70,1,,,
29,fm1,0.0007639999999999999,94339.62264150943,4629.62962962963,0.00784214094133159,0.001188,103773.58490566038,0.000424,0.0189208984375,cf1,0.001188,107760.43863348801,105.39629005059021,0.041994624301821305,0.020156,107654.99789118515,0.018968000000000002,0.09161376953125,fm2,0.020156,102564.10256410256,1592.3566878980894,0.02135810608178384,0.021404,101762.82051282053,0.001248,0.053375244140625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_73_hp,-10,Aditya_2018-08-16_21502300_73,1,,,
30,fm1,0.00044,105691.05691056912,2016.1290322580649,0.022933847997342258,0.001424,100609.75609756098,0.000984,0.039276123046875,cf1,0.001424,108674.12828239346,43.04407713498623,0.0645719160840323,0.047883999999999996,108609.55660783467,0.04646,0.1331787109375,fm2,0.047883999999999996,106902.3569023569,1677.8523489932886,0.03799997398240521,0.049072000000000005,100168.35016835015,0.001188,0.067291259765625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_74_hp,-10,Aditya_2018-08-16_21502300_74,2,,,
31,fm1,0.00028399999999999996,102564.10256410256,2118.64406779661,0.009406802795980024,0.00122,98290.59829059828,0.000936,0.018096923828125,cf1,0.00122,104161.45963509123,124.9375312343828,0.04499522063916588,0.017224,104161.45963509123,0.016004,0.08428955078125,fm2,0.017224,103535.35353535356,1256.2814070351758,0.026605100144200016,0.018808000000000002,96590.9090909091,0.001584,0.060028076171875,segment_matching_annotaudio_Aditya_2018-08-16_21502300_98_hp,-10,Aditya_2018-08-16_21502300_98,1,,,
32,fm1,0.000992,104859.3350383632,1275.5102040816328,0.04289051962090002,0.0025559999999999997,99744.2455242967,0.001564,0.09942626953125,cf1,0.0025559999999999997,108127.51292360712,143.51320321469575,0.08704975175795474,0.016484,107840.32165422171,0.013928,0.17303466796875,fm2,0.016484,105210.42084168336,1000.0,0.0327057312727832,0.01848,93186.37274549098,0.001996,0.06890869140625,segment_matching_annotaudio_Aditya_2018-08-16_21502300_99_hp,-10,Aditya_2018-08-16_21502300_99,1,,,
33,fm1,0.00044800000000000005,104417.67068273094,1000.0,0.00870407771405761,0.00244,92369.4779116466,0.0019920000000000003,0.0177001953125,cf1,0.00244,103947.07949055775,54.88474204171241,0.019075279479242344,0.038872000000000004,103892.18269653055,0.036432,0.042633056640625,fm2,0.038872000000000004,102272.72727272726,1329.7872340425529,0.01609657718682899,0.040368,91577.54010695187,0.0014960000000000002,0.036163330078125,segment_matching_annotaudio_Aditya_2018-08-16_2324_10_hp,-10,Aditya_2018-08-16_2324_10,1,,,
34,fm1,0.000376,102798.05352798056,1213.5922330097087,0.014983022709153613,0.00202,93673.96593673967,0.001644,0.032379150390625,cf1,0.00202,104180.75276087447,112.66336187471836,0.034556579707278344,0.019768,103955.3752535497,0.017748,0.067413330078125,fm2,0.019768,104294.47852760737,1524.3902439024394,0.011190597907004676,0.021072,88957.05521472395,0.0013039999999999998,0.022308349609375,segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp,-10,Aditya_2018-08-16_2324_117,1,,,
35,fm1,0.001084,100974.930362117,1388.888888888889,0.008261762819474256,0.00252,95403.89972144847,0.001436,0.017181396484375,cf1,0.00252,102528.08988764042,61.050061050061046,0.023497151421015248,0.035272000000000005,102405.95994137763,0.032751999999999996,0.047760009765625,fm2,0.035272000000000005,98666.66666666666,1329.7872340425529,0.015182436085750763,0.036772000000000006,92666.66666666666,0.0015,0.041473388671875,segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp,-10,Aditya_2018-08-16_2324_128,1,,,
36,fm1,0.00031600000000000004,92905.40540540538,1121.0762331838564,0.010123421207546144,0.002092,88400.9009009009,0.0017760000000000002,0.025787353515625,cf1,0.002092,101591.25351807752,108.22510822510824,0.027553154710041557,0.020568,101591.25351807752,0.018476,0.053863525390625,fm2,0.020568,99004.42477876108,1101.3215859030836,0.012199537204932208,0.022376,88495.57522123895,0.001808,0.033416748046875,segment_matching_annotaudio_Aditya_2018-08-16_2324_129_hp,-10,Aditya_2018-08-16_2324_129,1,,,
37,fm1,0.000124,107954.54545454547,5555.555555555556,0.0040595861593924025,0.00047599999999999997,96590.90909090909,0.000352,0.007904052734375,cf1,0.00047599999999999997,106712.56454388985,143.348623853211,0.01697470710760531,0.014419999999999999,106569.1336775674,0.013944,0.037750244140625,fm2,0.014419999999999999,106191.22257053289,781.25,0.010122916235117916,0.016972,92868.33855799373,0.002552,0.029327392578125,segment_matching_annotaudio_Aditya_2018-08-16_2324_14_hp,-10,Aditya_2018-08-16_2324_14,1,,,
38,fm1,0.001032,103881.2785388128,2272.7272727272725,0.014603335769127075,0.0019079999999999998,98173.51598173515,0.0008759999999999999,0.026397705078125,cf1,0.0019079999999999998,105316.97341513293,127.74655084312724,0.034660496366247295,0.017556,105253.06748466259,0.015648,0.069549560546875,fm2,0.017556,103571.42857142858,2358.490566037736,0.01940599468520453,0.018396,98809.52380952383,0.00084,0.0435791015625,segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp,-10,Aditya_2018-08-16_2324_143,1,,,
39,,,,,,,,,,cf1,0.00098,102309.89370400656,204.2483660130719,0.017029902758711534,0.010764,102105.47833197056,0.009784000000000001,0.03839111328125,fm1,0.010764,102444.70314318976,581.3953488372092,0.013578001484352002,0.0142,89057.04307334109,0.003436,0.0345458984375,segment_matching_annotaudio_Aditya_2018-08-16_2324_148_hp,-10,Aditya_2018-08-16_2324_148,1,,,
40,fm1,0.0006519999999999999,97826.08695652174,3571.4285714285716,0.010488172811164265,0.001204,99637.68115942027,0.000552,0.021514892578125,cf1,0.001204,103267.88943425473,129.13223140495867,0.04363702422308224,0.016687999999999998,103074.1410488246,0.015484,0.085479736328125,fm2,0.016687999999999998,102589.64143426297,992.0634920634919,0.013503014773359788,0.018696,91135.45816733068,0.002008,0.02935791015625,segment_matching_annotaudio_Aditya_2018-08-16_2324_15_hp,-10,Aditya_2018-08-16_2324_15,1,,,
41,fm1,0.001048,98977.69516728626,925.9259259259261,0.0509822266669628,0.0032,90148.69888475836,0.002152,0.115997314453125,cf1,0.0032,107681.12109994712,66.08511763150939,0.07827693135520976,0.033456,107317.55684822846,0.030256,0.164337158203125,fm2,0.033456,104964.1148325359,596.6587112171837,0.05307394897512237,0.0368,88217.70334928231,0.0033439999999999998,0.136871337890625,segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp,-10,Aditya_2018-08-16_2324_154,1,,,
42,fm1,0.0008039999999999999,94132.02933985332,1219.5121951219512,0.01367525149951,0.00244,93520.78239608805,0.0016359999999999999,0.038970947265625,cf1,0.00244,107531.29489021137,102.58514567090685,0.062451026307241524,0.021932,107326.08249538274,0.019492,0.147491455078125,fm2,0.021932,106135.98673300166,827.8145695364238,0.02197661148976244,0.024344,92039.80099502488,0.002412,0.0523681640625,segment_matching_annotaudio_Aditya_2018-08-16_2324_156_hp,-10,Aditya_2018-08-16_2324_156,1,,,
