,ifm_terminal_frequency,ifm_rms,ifm_region_id,ifm_peak_amplitude,ifm_peak_freq_resolution,ifm_peak_frequency,ifm_start,ifm_duration,ifm_stop,cf_terminal_frequency,cf_rms,cf_region_id,cf_peak_amplitude,cf_peak_freq_resolution,cf_peak_frequency,cf_start,cf_duration,cf_stop,tfm_terminal_frequency,tfm_rms,tfm_region_id,tfm_peak_amplitude,tfm_peak_freq_resolution,tfm_peak_frequency,tfm_start,tfm_duration,tfm_stop,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution,terminal_frequency
10,96866.09686609688,0.009554262802466013,fm1,0.024688720703125,1420.4545454545455,102564.10256410258,0.000768,0.0014039999999999999,0.002172,103302.98333979078,0.02076174062706428,cf1,0.040863037109375,96.82416731216112,103399.84502130956,0.002172,0.020648,0.02282,95198.67549668877,0.00871497097077258,fm2,0.022308349609375,1644.7368421052633,102649.00662251656,0.02282,0.001208,0.024028,segment_matching_annotaudio_Aditya_2018-08-16_21502300_25,-10,Aditya_2018-08-16_21502300_25,1,,,,
11,96153.84615384617,0.016891106674524706,fm1,0.037506103515625,2118.64406779661,99358.97435897436,0.000272,0.000936,0.001208,102275.600505689,0.04541725070966384,cf1,0.087799072265625,126.39029322548029,102591.65613147912,0.001208,0.015819999999999997,0.017028,89757.70925110133,0.02538100168186467,fm2,0.060760498046875,1096.4912280701753,100220.26431718064,0.017028,0.001816,0.018844,segment_matching_annotaudio_Aditya_2018-08-16_21502300_26,-10,Aditya_2018-08-16_21502300_26,2,,,,
12,21126.760563380285,0.0031761726985501753,fm1,0.007659912109375,6944.444444444444,102112.67605633805,0.00058,0.00028399999999999996,0.0008640000000000001,104701.1889862328,0.016074762787744338,cf1,0.034820556640625,78.1983109164842,104779.41176470587,0.0008640000000000001,0.025568,0.026432,91198.97959183676,0.008258640484958793,fm2,0.019134521484375,1269.035532994924,105229.5918367347,0.026432,0.001568,0.027999999999999997,segment_matching_annotaudio_Aditya_2018-08-16_21502300_28,-10,Aditya_2018-08-16_21502300_28,2,,,,
13,90589.88764044944,0.01489699679872447,fm1,0.033355712890625,1396.6480446927374,101825.84269662922,0.000868,0.001424,0.002292,102896.34146341463,0.031185379738283493,cf1,0.055633544921875,138.50415512465375,103104.21286031044,0.002292,0.014431999999999999,0.016724,85755.81395348838,0.017786752992086274,fm2,0.037017822265625,965.2509652509652,103682.17054263568,0.016724,0.002064,0.018788,segment_matching_annotaudio_Aditya_2018-08-16_21502300_30,-10,Aditya_2018-08-16_21502300_30,1,,,,
14,100732.60073260074,0.011865329237462842,fm1,0.026947021484375,1824.8175182481752,108058.60805860806,0.000156,0.001092,0.001248,108344.26355991053,0.05870060702393425,cf1,0.126251220703125,38.574294090418135,108382.84083018287,0.001248,0.05184400000000001,0.05309199999999999,100140.05602240897,0.024423500021413108,fm2,0.045806884765625,1396.6480446927374,107142.85714285713,0.05309199999999999,0.001428,0.054520000000000006,segment_matching_annotaudio_Aditya_2018-08-16_21502300_32,-10,Aditya_2018-08-16_21502300_32,1,,,,
15,96283.7837837838,0.03345782379917606,fm1,0.061431884765625,1677.8523489932886,100506.75675675676,0.000584,0.001184,0.001768,108993.44848123883,0.05006422387543672,cf1,0.105987548828125,74.42691277165822,109105.122096486,0.001768,0.026864,0.028631999999999998,99544.07294832826,0.022170498854271213,fm2,0.045013427734375,1515.1515151515152,109422.4924012158,0.028631999999999998,0.0013160000000000001,0.029948000000000002,segment_matching_annotaudio_Aditya_2018-08-16_21502300_33,-10,Aditya_2018-08-16_21502300_33,1,,,,
16,101736.97270471463,0.01856615961852545,fm1,0.040557861328125,1237.6237623762374,107940.44665012408,0.000336,0.0016120000000000002,0.001948,109498.68073878631,0.026625541650748447,cf1,0.056365966796875,69.42515967786726,109637.55034023053,0.001948,0.028804000000000003,0.030751999999999998,46228.71046228711,0.011013770705785785,fm2,0.025238037109375,1213.5922330097087,105839.41605839418,0.030751999999999998,0.001644,0.032396,segment_matching_annotaudio_Aditya_2018-08-16_21502300_35,-10,Aditya_2018-08-16_21502300_35,1,,,,
17,107142.85714285713,0.015441811243827422,fm1,0.029449462890625,2941.1764705882347,108630.95238095238,0.0,0.000672,0.000672,110961.42938173568,0.023902614682334903,cf1,0.046844482421875,141.72335600907033,111032.3312535451,0.000672,0.014103999999999998,0.014776,102137.76722090262,0.026538366588142032,fm2,0.060760498046875,1184.8341232227488,109263.65795724466,0.014776,0.001684,0.01646,segment_matching_annotaudio_Aditya_2018-08-16_21502300_39,-10,Aditya_2018-08-16_21502300_39,2,,,,
18,93629.34362934364,0.013219369840703559,fm1,0.029693603515625,1923.0769230769229,97490.34749034749,0.000148,0.001036,0.001184,106214.19127368886,0.016844503675164678,cf1,0.035186767578125,110.13215859030836,106214.19127368886,0.001184,0.018152,0.019336000000000002,92271.29337539432,0.021210400510365882,fm2,0.053802490234375,1572.3270440251572,97791.79810725553,0.019336000000000002,0.001268,0.020604,segment_matching_annotaudio_Aditya_2018-08-16_21502300_40,-10,Aditya_2018-08-16_21502300_40,3,,,,
19,99576.27118644069,0.05582382181954994,fm1,0.115692138671875,2100.840336134454,104872.8813559322,0.001004,0.000944,0.001948,105581.23000355493,0.12918933306759933,cf1,0.312774658203125,44.4286475919673,105803.41272662637,0.001948,0.045008,0.046956,100490.19607843137,0.021174457745942298,fm2,0.044342041015625,2427.184466019417,102941.17647058824,0.046956,0.000816,0.047772,segment_matching_annotaudio_Aditya_2018-08-16_21502300_41,-10,Aditya_2018-08-16_21502300_41,2,,,,
20,91362.12624584716,0.009725585707716604,fm1,0.018524169921875,1655.6291390728477,104651.16279069768,0.000356,0.001204,0.00156,106621.77328843996,0.013300439311706705,cf1,0.029083251953125,186.98578908002992,107089.41264496821,0.00156,0.010692,0.012251999999999999,88994.56521739131,0.01632238679752739,fm2,0.037139892578125,1351.3513513513512,98505.43478260867,0.012251999999999999,0.001472,0.013724,segment_matching_annotaudio_Aditya_2018-08-16_21502300_43,-10,Aditya_2018-08-16_21502300_43,2,,,,
21,104166.66666666669,0.019026854267822864,fm1,0.045928955078125,1968.5039370078741,109126.98412698413,0.0008039999999999999,0.001008,0.001812,109963.0376344086,0.10657011120773653,cf1,0.213043212890625,41.99563245422476,110005.04032258065,0.001812,0.047616000000000006,0.049428,102623.45679012347,0.027776566411135697,fm2,0.065155029296875,1533.7423312883434,107253.0864197531,0.049428,0.001296,0.050724,segment_matching_annotaudio_Aditya_2018-08-16_21502300_44,-10,Aditya_2018-08-16_21502300_44,1,,,,
22,99854.22740524783,0.017197909310142447,fm1,0.037017822265625,1453.4883720930234,106413.99416909623,0.000436,0.001372,0.001808,109325.507732439,0.030310124526363343,cf1,0.076263427734375,46.572280178837566,109348.79821129123,0.001808,0.042936,0.044744,100806.4516129032,0.009464360757277673,fm2,0.020721435546875,2000.0,106854.83870967741,0.044744,0.000992,0.045736,segment_matching_annotaudio_Aditya_2018-08-16_21502300_45,-10,Aditya_2018-08-16_21502300_45,2,,,,
23,97972.972972973,0.09498148514849424,fm1,0.217437744140625,1344.0860215053765,108108.10810810812,0.000236,0.00148,0.001716,109811.28853214926,0.13792290677152774,cf1,0.319122314453125,42.69125683060109,109939.37323883528,0.001716,0.046844,0.04856,102439.02439024391,0.01617249971484149,fm2,0.034576416015625,2427.184466019417,107317.0731707317,0.04856,0.00082,0.04938,segment_matching_annotaudio_Aditya_2018-08-16_21502300_46,-10,Aditya_2018-08-16_21502300_46,1,,,,
