,audio_path,skip,start,stop,segment_method,signal_level,tfr_cliprange,measurements,window_size,extrap_window,max_acc,fmrate_threshold
18,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_74_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-34,30,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
19,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_79_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,43,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
20,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_83_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,43,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
21,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_90_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
22,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_93_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
23,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_94_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
24,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_96_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-34,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
25,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_101_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-24,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
26,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_104_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
27,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_105_hp.WAV,DEFAULT,0.001,0.032,pwvd,-48,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
28,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_106_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
29,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_107_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-38,36,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
30,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_109_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
31,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_110_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,43,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
32,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_112_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-36,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
33,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_113_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,32,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
35,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_119_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-42,48,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
36,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_120_hp.WAV,DEFAULT,0.001,0.0185,pwvd,-40,28,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
37,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_124_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
38,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_127_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
