,audio_path,skip,start,stop,segment_method,signal_level,tfr_cliprange,measurements,window_size,extrap_window,max_acc,fmrate_threshold
0,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_1_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-50,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
1,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_8_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,50,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
2,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_13_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
3,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_14_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
4,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_19_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
5,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_20_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,34,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
6,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_21_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,34,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
7,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_22_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,46,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
8,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_23_hp.WAV,TRUE,DEFAULT,DEFAULT,pwvd,-40,DEFAULT,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
9,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_24_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
10,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_59_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
11,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_60_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
12,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_63_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-34,30,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
13,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_64_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,38,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
14,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_65_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,36,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
15,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_66_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,36,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
16,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_72_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-40,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
17,../../hp_ind_calls/2018-08-19_0120-0300/segment_matching_annotaudio_Aditya_2018-08-19_0120-0200_73_hp.WAV,DEFAULT,DEFAULT,DEFAULT,pwvd,-46,40,"[measure_peak_amplitude, measure_peak_frequency, measure_rms, measure_terminal_frequency]",375,5E-05,3,2
