,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
0,segment_matching_annotaudio_Aditya_2018-08-16_21502300_18_hp,0.020396,0.103302001953125,98.03921568627452,105608.94292998628,cf1,0.04776714816066214,0.001612,0.022008,105559.91370857031,-10
1,segment_matching_annotaudio_Aditya_2018-08-16_21502300_18_hp,0.002288,0.0487060546875,871.0801393728223,105332.16783216783,fm1,0.01796896657613135,0.022008,0.024296,87412.58741258741,-10
0,segment_matching_annotaudio_Aditya_2018-08-16_21502300_19_hp,0.001896,0.14495849609375,1050.420168067227,98101.26582278482,fm1,0.06205596140534157,0.000852,0.002748,90189.87341772152,-10
1,segment_matching_annotaudio_Aditya_2018-08-16_21502300_19_hp,0.03534,0.275482177734375,56.586690810321414,106225.24052065649,cf1,0.11154126202352613,0.002748,0.038088,106112.05432937182,-10
2,segment_matching_annotaudio_Aditya_2018-08-16_21502300_19_hp,0.000688,0.04205322265625,2873.5632183908046,104651.16279069768,fm2,0.022075776795446485,0.038088,0.038776,101744.18604651163,-10
3,segment_matching_annotaudio_Aditya_2018-08-16_21502300_19_hp,0.000896,0.0382080078125,2212.3893805309735,93750.00000000001,fm3,0.01843920037968864,0.0391,0.039996,87053.57142857143,-10
0,segment_matching_annotaudio_Aditya_2018-08-16_21502300_20_hp,0.000816,0.01220703125,2427.1844660194174,106617.64705882352,fm1,0.006330016094156566,0.0001,0.000916,99264.70588235294,-10
1,segment_matching_annotaudio_Aditya_2018-08-16_21502300_20_hp,0.0178,0.03192138671875,112.30907457322552,108651.68539325843,cf1,0.01460845304266451,0.000916,0.018716,108539.32584269663,-10
2,segment_matching_annotaudio_Aditya_2018-08-16_21502300_20_hp,0.001496,0.04351806640625,1329.787234042553,97593.58288770054,fm2,0.017439387226466457,0.018716,0.020212,89572.192513369,-10
0,segment_matching_annotaudio_Aditya_2018-08-16_21502300_22_hp,0.001936,0.05047607421875,1028.80658436214,105888.4297520661,fm1,0.017798727969013346,0.0,0.001936,103305.78512396694,-10
