,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
0,segment_matching_annotaudio_Aditya_2018-08-17_01_10_hp,0.000896,0.02374267578125,2212.3893805309735,100446.42857142858,fm1,0.009688468954827147,0.000708,0.001604,95982.14285714287,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_10_hp,0.015308,0.064453125,130.61650992685475,101907.49934674682,cf1,0.03152614969828034,0.001604,0.016912,101907.49934674682,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_10_hp,0.001504,0.038177490234375,1322.7513227513227,103058.51063829788,fm2,0.015162801067528424,0.016912,0.018416,95079.78723404257,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_11_hp,0.018576,0.0941162109375,107.6194575979337,103305.34022394489,cf1,0.050830253472796766,0.00032,0.018896,103197.67441860466,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_11_hp,0.002024,0.06402587890625,984.2519685039371,96837.94466403163,fm1,0.029251833230517426,0.018896,0.02092,87450.5928853755,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_13_hp,0.00186,0.0692138671875,1072.961373390558,104301.0752688172,fm1,0.03272216652474108,0.00084,0.0027,94623.6559139785,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_13_hp,0.012936,0.091156005859375,154.51174289245984,108998.14471243044,cf1,0.047652825662915746,0.0027,0.015636,108766.23376623378,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_13_hp,0.00228,0.090423583984375,874.1258741258741,107017.54385964913,fm2,0.037224250166231286,0.015636,0.017916,92982.45614035089,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_15_hp,0.000192,0.009735107421875,10000.0,93750.0,cf1,0.005744312619203931,0.000576,0.000768,88541.66666666666,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_15_hp,0.0018,0.035675048828125,1106.1946902654868,107222.22222222222,fm1,0.016880397360274055,0.000768,0.002568,95000.0,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_15_hp,0.0144,0.0684814453125,138.811771238201,108958.33333333333,cf2,0.038221313531571405,0.002568,0.016968,108819.44444444444,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_01_15_hp,0.001628,0.04254150390625,1225.4901960784314,107493.85749385749,fm2,0.01985344188123822,0.016968,0.018596,92751.84275184275,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_21_hp,0.001836,0.057159423828125,1086.9565217391305,99128.54030501089,fm1,0.025062148176728617,0.00104,0.002876,92047.9302832244,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_21_hp,0.018924,0.0958251953125,105.66356720202874,103202.28281547241,cf1,0.04722495054109568,0.002876,0.0218,103043.7539632213,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_21_hp,0.002108,0.082122802734375,946.969696969697,96299.81024667932,fm2,0.02967834521037068,0.0218,0.023908,87286.5275142315,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_22_hp,0.014416,0.08154296875,138.65779256794232,104744.7280799112,cf1,0.047785197634661346,0.00044,0.014856,104605.99334073252,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_22_hp,0.001928,0.05059814453125,1033.0578512396694,95435.6846473029,fm1,0.023949705351212176,0.014856,0.016784,89730.29045643154,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_26_hp,0.013336,0.035003662109375,149.8800959232614,103554.28914217158,cf1,0.015047318972261149,0.0,0.013336,103404.31913617277,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_26_hp,0.001664,0.01287841796875,1196.1722488038276,96153.84615384616,fm1,0.005672894776964935,0.013336,0.015,90144.23076923077,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_28_hp,0.011436,0.0352783203125,174.82517482517483,104931.79433368311,cf1,0.015864308524479984,8.8e-05,0.011524,104669.4648478489,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_28_hp,0.002316,0.0423583984375,862.0689655172414,104058.7219343696,fm1,0.015989401835101953,0.011524,0.01384,87651.1226252159,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_28_hp,0.00016,0.016357421875,11904.761904761905,100000.00000000001,cf2,0.009238554777084183,0.01384,0.014,100000.00000000001,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,0.000348,0.011749267578125,5681.818181818182,103448.27586206897,fm1,0.006265940630885347,0.00024,0.000588,100574.71264367817,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,0.030916,0.054229736328125,64.68305304010349,105123.56061586234,cf1,0.022179164236628527,0.000588,0.031504,104606.02924052272,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,0.000332,0.0291748046875,5952.380952380952,102409.63855421687,fm2,0.011893000946053393,0.031504,0.031836,96385.5421686747,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,0.000336,0.0211181640625,5813.953488372093,104166.66666666667,cf2,0.011215333533216413,0.031836,0.032172,101190.47619047618,-10
4,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,0.001684,0.03070068359375,1184.8341232227488,103325.41567695963,fm3,0.011417961534776042,0.032172,0.033856,92636.57957244657,-10
5,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,0.000132,0.017578125,14705.882352941177,90909.09090909093,cf3,0.008966575110847554,0.033856,0.033988,90909.09090909093,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_33_hp,0.001356,0.02301025390625,1470.5882352941176,104719.76401179942,fm1,0.011746978682953994,0.00096,0.002316,95870.20648967552,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_33_hp,0.01378,0.060302734375,145.09576320371445,106894.04934687955,cf1,0.03284683855975086,0.002316,0.016096,106821.48040638608,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_33_hp,0.002008,0.039794921875,992.063492063492,105079.6812749004,fm2,0.018026582370828537,0.016096,0.018104,92131.47410358566,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_34_hp,0.018984,0.059906005859375,105.30749789385004,105931.31057732827,cf1,0.027875697278950274,0.000284,0.019268,105773.2827644332,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_34_hp,0.001696,0.0457763671875,1173.7089201877934,102004.71698113208,fm1,0.01705394873470428,0.019268,0.020964,94339.62264150943,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_35_hp,0.015636,0.031005859375,127.8772378516624,108467.63878229726,cf1,0.015367153316289555,2.4e-05,0.01566,108339.72883090304,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_35_hp,0.000336,0.012725830078125,5813.953488372093,107142.85714285714,fm1,0.0065230853706609755,0.01566,0.015996,104166.66666666667,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_35_hp,0.000168,0.01171875,11363.636363636364,107142.85714285714,cf2,0.0060809563210917315,0.015996,0.016164,101190.47619047618,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_01_35_hp,0.000732,0.013275146484375,2717.391304347826,105191.2568306011,fm2,0.0059591814688531065,0.016164,0.016896,99726.77595628415,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_36_hp,0.001424,0.0201416015625,1396.6480446927374,103230.33707865169,fm1,0.010389747230474408,0.000896,0.00232,93398.87640449438,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_36_hp,0.014784,0.05059814453125,135.2082206598161,106804.6536796537,cf1,0.023866650309662233,0.00232,0.017104,106601.73160173162,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_01_36_hp,0.001772,0.0308837890625,1126.126126126126,106659.14221218962,fm2,0.014711470499667324,0.017104,0.018876,89164.7855530474,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_01_37_hp,0.001292,0.047698974609375,1543.20987654321,107585.13931888544,fm1,0.023060398479899016,0.000764,0.002056,95201.23839009287,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_01_37_hp,0.01328,0.064422607421875,150.51173991571343,108057.22891566265,cf1,0.03540320050079213,0.002056,0.015336,107831.32530120481,-10
