,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,0.000316,0.005859375,6250.0,69620.25316455697,fm1,0.0028757428424365608,0.001332,0.001648,101265.82278481014,-10
1,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,0.028276,0.0936279296875,70.72135785007072,106026.31206677042,cf1,0.04221839990272955,0.001648,0.029924,105884.84934219834,-10
2,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_18_hp,0.002076,0.055755615234375,961.5384615384615,103564.5472061657,fm2,0.02428883853517696,0.029924,0.032,89595.37572254337,-10
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_19_hp,0.001424,0.032684326171875,1396.6480446927374,103932.58426966293,fm1,0.014969064226114208,0.00092,0.002344,94101.12359550562,-10
1,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_19_hp,0.01478,0.072662353515625,135.28138528138527,106630.58186738836,cf1,0.039062293501219085,0.002344,0.017124,106224.62787550743,-10
2,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_19_hp,0.001608,0.04119873046875,1237.6237623762377,105721.39303482589,fm2,0.02099089435089675,0.017124,0.018732,92039.8009950249,-10
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_25_hp,0.00186,0.011444091796875,1072.961373390558,93010.75268817204,fm1,0.005515365490889594,0.000452,0.002312,91397.84946236559,-10
1,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_25_hp,0.027412,0.0360107421875,72.95010213014298,104990.51510287466,cf1,0.017975896253114323,0.002312,0.029724,104881.07398219759,-10
2,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_25_hp,0.001608,0.016265869140625,1237.6237623762377,95149.2537313433,fm2,0.007204618447796953,0.029724,0.031332,89552.23880597016,-10
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_31_hp,0.00226,0.010040283203125,883.3922261484099,95575.22123893806,fm1,0.004307511339441853,0.00124,0.0035,89823.00884955753,-10
1,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_31_hp,0.015296,0.02642822265625,130.68478829064296,104733.26359832636,cf1,0.013319817460019678,0.0035,0.018796,104602.51046025105,-10
2,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_31_hp,0.003116,0.033660888671875,641.025641025641,92105.26315789475,fm2,0.01460999928965432,0.018796,0.021912,88575.09627727857,-10
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,0.001692,0.045501708984375,1179.245283018868,101063.82978723405,fm1,0.022419744498875124,0.000832,0.002524,92789.59810874706,-10
1,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,0.013444,0.0467529296875,148.720999405116,102648.02142219577,cf1,0.025792447454609648,0.002524,0.015968,102648.02142219577,-10
2,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_35_hp,0.00186,0.042022705078125,1072.961373390558,96774.19354838709,fm2,0.01894582355090348,0.015968,0.017828,85483.87096774194,-10
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_56_hp,0.001504,0.013702392578125,1322.7513227513227,101728.72340425533,fm1,0.007452047634083541,0.000576,0.00208,92420.21276595746,-10
1,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_56_hp,0.04464,0.025848388671875,44.79483963447411,103651.43369175628,cf1,0.012356142603114767,0.00208,0.04672,103427.41935483871,-10
2,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_56_hp,0.002476,0.016448974609375,806.4516129032259,103392.56865912763,fm2,0.007805615181615676,0.04672,0.049196,90468.49757673667,-10
3,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_56_hp,0.000496,0.008758544921875,3968.253968253968,90725.8064516129,cf2,0.004094948798044275,0.049196,0.049692,88709.67741935483,-10
4,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_56_hp,0.000516,0.0068359375,3846.153846153846,91085.27131782947,fm3,0.0027957236202455866,0.049692,0.050208,87209.3023255814,-10
0,segment_matching_annotaudio_Aditya_2018-08-20_0300-0400_58_hp,0.00048,0.02349853515625,4098.360655737705,104166.66666666667,fm1,0.011799166190571635,0.00092,0.0014,100000.0,-10
