video_path,annotation_id,old_annotation_id,Sampling minute,timestamp from camera,start_timestamp,start_framenumber,end_timestamp,end_framenumber,no. of flying bats,bat behaviour,strength (1 - strong, 0- weak),weak in (Behaviour Be, Bat number Bn),comments,Details on the comment,Additional_details
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_101,34_101,28,2,2018-08-17 03:29:00,11,2018-08-17 03:29:00,1,1,,0,Bn,Bat flew close to entrance and exited immediately,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_102,34_102,28,2,2018-08-17 03:29:00,3,2018-08-17 03:29:00,13,2,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_103,34_103,28,2,2018-08-17 03:29:00,5,2018-08-17 03:29:00,17,1,,0,Bn,Bat flew close to entrance and exited immediately,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_104,34_104,28,2,2018-08-17 03:29:00,2,2018-08-17 03:30:00,5,1,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_105,34_105,28,2,2018-08-17 03:28:00,1,2018-08-17 03:28:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_106,34_106,28,2,2018-08-17 03:28:00,1,2018-08-17 03:28:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_107,34_107,28,2,2018-08-17 03:28:00,1,2018-08-17 03:28:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_108,34_108,28,2,2018-08-17 03:28:00,1,2018-08-17 03:28:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_109,34_109,28,2,2018-08-17 03:28:00,1,2018-08-17 03:28:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_110,34_110,28,2,2018-08-17 03:28:00,1,2018-08-17 03:28:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_111,34_111,28,2,2018-08-17 03:29:00,1,2018-08-17 03:29:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_112,34_112,28,2,2018-08-17 03:29:00,1,2018-08-17 03:29:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_113,34_113,28,2,2018-08-17 03:29:00,1,2018-08-17 03:29:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_114,34_114,28,2,2018-08-17 03:29:00,1,2018-08-17 03:29:00,1,0,,1,,,,,,
F:\analysis_horseshoebat\videoanalysis\16.08.2018\16.08.2018rawvideofiles\cam2_videodata\OrlovaChukaDome_02_20180817_03.00.00-04.00.00[R][@1e80][3].avi,2018-08-17_34_115,34_115,28,2,2018-08-17 03:29:00,1,2018-08-17 03:29:00,1,0,,1,,,,,,
