video_path,annotation_id,Sampling minute,timestamp from camera,start_timestamp,start_framenumber,end_timestamp,end_framenumber,no. of flying bats,bat behaviour,strength (1 - strong, 0- weak),weak in (Behaviour Be, Bat number Bn),comments,Details on the comment,timestamp_border,led_border
/media/tbeleyur/THEJASVI_DATA_BACKUP_3/fieldwork_2018_002/horseshoe_bat/video/Horseshoe_bat_2018-08/2018-08-18/cam01/OrlovaChukaDome_01_20180819_03.00.00-04.00.00[R][@38d6][2].avi,C1_0300-0400,NAN,1,2018-08-16 22:53:00,2,2018-08-16 22:53:10,20,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"(590.4865253498716, 55.153357631379635, 112.86677643519215, 992.9494364196597)","(473.1889380478849, 359.0995482771996, 413.5327008199682, 679.2901624698507)"
