,audio_file,duration,peak_amplitude,peak_freq_resolution,peak_frequency,region_id,rms,start,stop,terminal_frequency,terminal_frequency_threshold
0,segment_matching_annotaudio_Aditya_2018-08-17_23_2_hp,0.001384,0.05426025390625,1436.7816091954023,102601.15606936415,fm1,0.031771373543301694,0.00068,0.002064,93930.63583815028,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_2_hp,0.01568,0.0858154296875,127.48597654258032,104336.73469387756,cf1,0.04436477909855645,0.002064,0.017744,104081.63265306123,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_2_hp,0.002856,0.089508056640625,698.3240223463687,91036.41456582633,fm2,0.04033248775768521,0.017744,0.0206,89285.71428571428,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_14_hp,0.000832,0.00927734375,2380.9523809523807,100961.53846153845,cf1,0.0038555922807679173,4e-05,0.000872,91346.15384615384,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_14_hp,0.0002,0.010498046875,9615.384615384615,105000.0,fm1,0.005179035315442553,0.000872,0.001072,95000.0,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_14_hp,0.015304,0.035980224609375,130.61650992685475,103959.74908520647,cf2,0.017551089592653564,0.001072,0.016376,103633.03711447987,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_23_14_hp,0.0002,0.02508544921875,9615.384615384615,100000.0,fm2,0.013765711288311604,0.016376,0.016576,100000.0,-10
4,segment_matching_annotaudio_Aditya_2018-08-17_23_14_hp,0.00184,0.0323486328125,1082.2510822510822,103260.86956521739,cf3,0.014244069373725288,0.016576,0.018416,103260.86956521739,-10
5,segment_matching_annotaudio_Aditya_2018-08-17_23_14_hp,0.00242,0.02996826171875,825.0825082508251,106198.34710743802,fm3,0.008108097665389585,0.018416,0.020836,90909.09090909091,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_15_hp,0.000452,0.01220703125,4385.964912280701,103982.30088495575,cf1,0.005050702218892568,0.00034,0.000792,90707.96460176991,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_15_hp,0.0022,0.03192138671875,905.7971014492754,104545.45454545456,fm1,0.01591911620277,0.000792,0.002992,93636.36363636365,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_15_hp,0.017384,0.05145263671875,114.99540018399264,106477.22043258169,cf2,0.021492813478195993,0.002992,0.020376,106247.12379199264,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_23_15_hp,0.002184,0.015777587890625,912.4087591240876,103937.72893772896,fm2,0.00717436754825042,0.020376,0.02256,92032.96703296705,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_24_hp,0.002084,0.019195556640625,957.8544061302682,106525.91170825336,fm1,0.00979737586019892,0.000828,0.002912,95489.443378119,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_24_hp,0.014848,0.04058837890625,134.62574044157242,108432.1120689655,cf1,0.016828351672299593,0.002912,0.01776,108364.76293103448,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_24_hp,0.00212,0.04095458984375,939.8496240601504,106132.07547169812,fm2,0.01873737958614211,0.01776,0.01988,92452.83018867925,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_26_hp,0.001468,0.021148681640625,1358.695652173913,102179.83651226158,fm1,0.008496618297990713,0.000772,0.00224,94686.64850136239,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_26_hp,0.017892,0.05279541015625,111.75681716584711,104571.87569863627,cf1,0.021867208187941706,0.00224,0.020132,104515.98479767494,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_26_hp,0.001692,0.025787353515625,1179.245283018868,104018.91252955084,fm2,0.008716325988798207,0.020132,0.021824,94562.64775413713,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_28_hp,0.000544,0.01214599609375,3623.1884057971015,102941.17647058824,fm1,0.006019543083238407,0.001148,0.001692,101102.94117647059,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_28_hp,0.015836,0.051025390625,126.26262626262626,105708.51225056834,cf1,0.024911858100965086,0.001692,0.017528,105455.92321293257,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_28_hp,0.001256,0.020965576171875,1582.2784810126582,107484.07643312102,fm2,0.008624428933593135,0.017528,0.018784,97929.93630573248,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_43_hp,0.000976,0.011871337890625,2032.520325203252,100409.83606557378,fm1,0.005207995807024232,0.000116,0.001092,95286.88524590165,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_43_hp,0.0136,0.030609130859375,146.9723691945914,103602.94117647059,cf1,0.015739525389068715,0.001092,0.014692,103529.41176470589,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_43_hp,0.001792,0.0159912109375,1111.111111111111,102678.57142857143,fm2,0.006967366916593479,0.014692,0.016484,95982.14285714287,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_53_hp,0.002124,0.031890869140625,939.8496240601504,96986.81732580037,fm1,0.015924498538837657,0.0006,0.002724,91807.90960451977,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_53_hp,0.012852,0.0706787109375,155.56938394523957,108232.18176159353,cf1,0.0317109246956436,0.002724,0.015576,107998.75505757859,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_53_hp,0.002636,0.073699951171875,757.5757575757576,106600.91047040973,fm2,0.03336103502600159,0.015576,0.018212,88012.13960546283,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_56_hp,0.001912,0.028045654296875,1041.6666666666667,100418.41004184101,fm1,0.011454930576892935,7.2e-05,0.001984,91527.19665271966,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_56_hp,0.02654,0.043365478515625,75.34659433393611,104107.00828937453,cf1,0.020479150318440865,0.001984,0.028524,103993.9713639789,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_56_hp,0.002216,0.035736083984375,899.2805755395683,101534.29602888087,fm2,0.012231100570082283,0.028524,0.03074,87545.1263537906,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_23_56_hp,0.000944,0.019317626953125,2100.840336134454,87923.72881355933,cf2,0.006515314258961014,0.03074,0.031684,85805.08474576271,-10
4,segment_matching_annotaudio_Aditya_2018-08-17_23_56_hp,0.000244,0.011749267578125,8064.5161290322585,86065.57377049181,fm3,0.004998341235380371,0.031684,0.031928,81967.21311475411,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_65_hp,0.018012,0.0889892578125,111.01243339253996,103431.04596935376,cf1,0.037896453125486076,0.000388,0.0184,103264.49033977347,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_65_hp,0.002112,0.051513671875,943.3962264150944,91382.57575757577,fm1,0.020653085372822157,0.0184,0.020512,88068.18181818184,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_67_hp,0.001332,0.05450439453125,1497.005988023952,102102.10210210212,fm1,0.021925742732807695,0.001028,0.00236,97597.59759759762,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_67_hp,0.01598,0.072998046875,125.12512512512512,103629.53692115145,cf1,0.03761553429423142,0.00236,0.01834,103629.53692115145,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_67_hp,0.001872,0.03680419921875,1063.8297872340424,100961.53846153845,fm2,0.014463356312637256,0.01834,0.020212,97222.22222222222,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_70_hp,0.000188,0.02191162109375,10416.666666666666,106382.97872340426,fm1,0.012071069029022673,0.000152,0.00034,95744.68085106384,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_70_hp,0.013556,0.105194091796875,147.49262536873155,103201.53437592211,cf1,0.05687324935491684,0.00034,0.013896,103127.76630274419,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_70_hp,0.00246,0.1195068359375,811.6883116883117,96747.9674796748,fm2,0.05236213253614664,0.013896,0.016356,87804.87804878049,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_23_70_hp,0.001236,0.085235595703125,1612.9032258064517,88996.76375404531,cf2,0.03500904161998787,0.016356,0.017592,87378.64077669905,-10
4,segment_matching_annotaudio_Aditya_2018-08-17_23_70_hp,0.000344,0.0284423828125,5681.818181818182,87209.3023255814,fm3,0.014078756726297813,0.017592,0.017936,78488.37209302327,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_75_hp,0.016032,0.136383056640625,124.68827930174564,106162.67465069862,cf1,0.0671221234009972,0.001024,0.017056,105975.54890219563,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_75_hp,0.001768,0.159210205078125,1126.126126126126,100113.12217194571,fm1,0.0684540900470007,0.017056,0.018824,94457.01357466064,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_82_hp,0.001308,0.022003173828125,1524.3902439024391,102446.48318042814,fm1,0.010695138076766073,0.000692,0.002,96330.27522935781,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_82_hp,0.019224,0.056732177734375,103.99334442595674,102892.2180607574,cf1,0.02680561741068789,0.002,0.021224,102840.19975031211,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_82_hp,0.001132,0.0191650390625,1760.5633802816901,102473.49823321555,fm2,0.00785677746136281,0.021224,0.022356,90989.39929328622,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_84_hp,0.001388,0.01513671875,1436.7816091954023,100144.09221902017,fm1,0.005383370799299099,0.000336,0.001724,92219.02017291066,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_84_hp,0.013916,0.027801513671875,143.67816091954023,102256.39551595287,cf1,0.013946539498957742,0.001724,0.01564,102040.81632653062,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_84_hp,0.000192,0.0228271484375,10000.0,98958.33333333333,fm2,0.012797841055461981,0.01564,0.015832,93750.0,-10
3,segment_matching_annotaudio_Aditya_2018-08-17_23_84_hp,0.002552,0.0242919921875,781.25,102272.72727272726,cf2,0.010570232407011639,0.015832,0.018384,101489.02821316614,-10
4,segment_matching_annotaudio_Aditya_2018-08-17_23_84_hp,0.00186,0.019073486328125,1072.961373390558,103225.80645161291,fm3,0.006832039068650937,0.018384,0.020244,91935.48387096774,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_87_hp,0.001472,0.03643798828125,1351.3513513513512,101902.17391304347,fm1,0.018254961354174946,6e-05,0.001532,92391.30434782608,-10
1,segment_matching_annotaudio_Aditya_2018-08-17_23_87_hp,0.017676,0.06610107421875,113.12217194570135,102964.47159990948,cf1,0.03149538018265224,0.001532,0.019208,102907.89771441503,-10
2,segment_matching_annotaudio_Aditya_2018-08-17_23_87_hp,0.001792,0.063140869140625,1111.111111111111,101004.46428571429,fm2,0.026740064267386423,0.019208,0.021,85937.50000000001,-10
0,segment_matching_annotaudio_Aditya_2018-08-17_23_91_hp,0.000364,0.006561279296875,5434.782608695652,101648.35164835166,fm1,0.00302267617387044,0.000212,0.000576,90659.34065934067,-10
